"ID","year","gid","forest","natural_lands","agriculture","pasture","mosaic","UF","Status","Start_period","End_period","AFOLU","REDD_type","Project_begin","Treatment"
"1113",2015,837572.941176471,0.983689233980463,0,0,0.0163107660195368,0,"AC","Registered",NA,NA,"REDD","AUD",2011-03-19,1
"1113",2016,837572.941176471,0.968428495688277,0,0,0.0315715043117228,0,"AC","Registered",NA,NA,"REDD","AUD",2011-03-19,1
"1113",2017,837572.941176471,0.968825021303818,0,0,0.0311749786961816,0,"AC","Registered",NA,NA,"REDD","AUD",2011-03-19,1
"1113",2018,837572.941176471,0.967950865635693,1.23417644751585e-07,0,0.0320490109466626,0,"AC","Registered",NA,NA,"REDD","AUD",2011-03-19,1
"1113",2019,837572.941176471,0.968611403584993,0,0,0.0313885964150074,0,"AC","Registered",NA,NA,"REDD","AUD",2011-03-19,1
"1113",2020,837572.941176471,0.969969236670147,0,0,0.0300307633298533,0,"AC","Registered",NA,NA,"REDD","AUD",2011-03-19,1
"1113",2021,837572.941176471,0.968977145180435,0,0,0.0310228548195651,0,"AC","Registered",NA,NA,"REDD","AUD",2011-03-19,1
"1115",2008,4607875.66666667,0.944528515331086,0.0017430968532324,0.0166742612052697,0.0370541266104116,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2009,4607875.66666667,0.934026457054477,0.00180155589521729,0.0167504798380883,0.0474215072122179,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2010,4607875.66666667,0.910940564138088,0.00167583827293868,0.0170403430304726,0.0703432545585008,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2011,4607875.66666667,0.892881793753806,0.00154997445634582,0.0171880455249727,0.0883801862648756,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2012,4607875.66666667,0.8896204887739,0.00149135132010535,0.017599647412171,0.0912885124938237,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2013,4607875.66666667,0.889875056374048,0.00149821795632582,0.0184685685521878,0.0901581571174386,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2014,4607875.66666667,0.876736575271652,0.00153124204464649,0.0194729661910142,0.102259216492688,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2015,4607875.66666667,0.846079042394065,0.00142228393484309,0.0199001893959519,0.13259848427514,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2016,4607875.66666667,0.823270094206075,0.00142689568608623,0.0223096964092036,0.152993313698635,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2017,4607875.66666667,0.823971302218395,0.00143511250091478,0.0243260318601571,0.150267553420533,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2018,4607875.66666667,0.850535683472919,0.00153484332023745,0.0249369644413153,0.122992508765529,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2019,4607875.66666667,0.888056251595292,0.0014101086520147,0.028795330874788,0.0817383088779059,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2020,4607875.66666667,0.892781457304322,0.00167322084349265,0.0287502589001121,0.0767950629520734,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1115",2021,4607875.66666667,0.909686023913307,0.00196695693807021,0.0281443495693693,0.0602026695792535,0,"AP","Registered",NA,NA,"REDD","AUD",2011-02-14,1
"1147",2008,3544944,0.993775645022873,0.00383237227144367,0,0.00239198270568362,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2009,3544944,0.991581560340151,0.00320661265981015,0,0.00521182700003889,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2010,3544944,0.98919922230006,0.00331544093328272,0,0.00748533676665768,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2011,3544944,0.98894082090504,0.00315235499533745,0,0.0079068240996223,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2012,3544944,0.989694783974277,0.00292101409878777,0,0.00738420192693552,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2013,3544944,0.98957730770553,0.00300220606314622,0,0.00742048623132422,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2014,3544944,0.988282183529602,0.00337922966846855,0,0.00833858680192939,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2015,3544944,0.986447815111581,0.00357911273608277,0,0.00997307215233624,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2016,3544944,0.984568378116475,0.00397961396685983,0,0.0114520079166648,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2017,3544944,0.986807331892229,0.0038138207271456,0,0.00937884738062585,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2018,3544944,0.987734058536477,0.00374607271389754,0,0.00851986874962497,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2019,3544944,0.987831804874841,0.00384433376163966,0,0.0083238613635191,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2020,3544944,0.983009291518615,0.00365461058493761,0,0.0133360978964469,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1147",2021,3544944,0.977895340710113,0.00277448110084537,0,0.0193301781890415,0,"AM","Registered",2013-05-06,2049-04-06,"REDD","APD",2013-06-05,1
"1329",2008,5266729.47058824,0.832118073176515,0.000213892270958156,0.00624278800354294,0.161425246548984,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2009,5266729.47058824,0.823993258469143,0.000203832591095912,0.00576479400494905,0.170038114934812,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2010,5266729.47058824,0.823511225650601,0.000280673073624942,0.00199792445874884,0.174210176817025,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2011,5266729.47058824,0.825789366274937,0.000301948292668559,0.00090233828059755,0.173006347151797,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2012,5266729.47058824,0.835612741369186,0.000250933344857144,0.000812444387446562,0.163323880898511,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2013,5266729.47058824,0.833147521058967,0.000190466889118852,0.000806264652991807,0.165855747398923,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2014,5266729.47058824,0.822685347663827,0.000291579771965389,0.00113786425806804,0.175885208306139,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2015,5266729.47058824,0.822709286084128,0.000188344910074053,0.00114229260221987,0.175960076403578,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2016,5266729.47058824,0.826088672390177,0.000285458986983787,0.00095117417235293,0.172674694450486,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2017,5266729.47058824,0.83219462442357,0.000384777748599102,0.00113259090434974,0.166288006923481,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2018,5266729.47058824,0.82893431495945,0.00046672010126806,0.00128010456369282,0.16931886037559,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2019,5266729.47058824,0.835158320214568,0.000383564673065459,0.00137582050958875,0.163082294602778,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2020,5266729.47058824,0.843112893366931,0.000386059123383626,0.00127685883898568,0.1552241886707,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1329",2021,5266729.47058824,0.840603911482043,0.000825414936865308,0.00241715682454078,0.156153516756551,0,"PA","Registered",NA,NA,"REDD","AUD",2012-05-21,1
"1382",2008,1221429.16666667,0.977194860794627,0.000232703826577822,0,0.0225724353787955,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2009,1221429.16666667,0.977626003976335,0.000259714772677891,0,0.0221142812509868,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2010,1221429.16666667,0.975003342764226,0.000263179479696956,0,0.0247334777560771,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2011,1221429.16666667,0.975820751365091,0.000684255137708243,0,0.0234949934972009,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2012,1221429.16666667,0.973461907278321,0.000664623944824434,0,0.0258734687768544,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2013,1221429.16666667,0.97289866945987,0.000792383921465251,0,0.026308946618665,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2014,1221429.16666667,0.975049247605339,0.00111488123674401,0,0.0238358711579166,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2015,1221429.16666667,0.975029043216708,0.000151474174433856,0,0.0248194826088582,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2016,1221429.16666667,0.974539302944959,0.000150984944234697,0,0.0253097121108064,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2017,1221429.16666667,0.970987860871658,0.000331808553582573,0,0.0286803305747597,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2018,1221429.16666667,0.963753780763201,0.000685305661135817,0,0.0355609135756629,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2019,1221429.16666667,0.956666452793901,0.00076432179154084,0,0.0425692254145586,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2020,1221429.16666667,0.951890578725523,0.000792799830722793,0,0.0473166214437537,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1382",2021,1221429.16666667,0.940692397023367,0.00111512874803513,0,0.0581924742285977,0,"AC","Registered",2012-02-08,2042-01-08,"REDD","APD",2012-08-02,1
"1503",2008,5696133.67647059,0.919698756667865,2.04571952819601e-05,1.55452746195944e-05,0.0802652408622337,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2009,5696133.67647059,0.920383925995947,1.70476627349668e-05,3.58243883891424e-05,0.079563201952929,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2010,5696133.67647059,0.918968363758427,2.04571952819601e-05,6.50668614266653e-05,0.0809461121848648,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2011,5696133.67647059,0.916875576286192,2.72762603759469e-05,5.84258778450906e-05,0.0830387215755874,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2012,5696133.67647059,0.9154454790854,2.72762603759469e-05,0,0.0845272446542241,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2013,5696133.67647059,0.911480508425431,0.000227060312467078,0,0.0882924312621023,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2014,5696133.67647059,0.911234086342933,0.000230469845014071,0,0.0885354438120527,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2015,5696133.67647059,0.889926201585598,0.000230469845014071,8.97365725430853e-05,0.109753591996845,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2016,5696133.67647059,0.866694303338545,1.70476627349668e-05,9.99651701840653e-05,0.133188683828536,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2017,5696133.67647059,0.841385790698254,1.70476627349668e-05,0.000137963927749137,0.158459197711262,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2018,5696133.67647059,0.831892261700766,1.02285976409801e-05,0.000145601410953487,0.16795190829064,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2019,5696133.67647059,0.802252216344904,0.000176944769899433,0.000152242394535061,0.197418596490662,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2020,5696133.67647059,0.763580422148204,2.38667278289535e-05,0.00026281974915228,0.236132891374815,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1503",2021,5696133.67647059,0.718117114843945,3.06857929229403e-05,0.00384399865933078,0.278008200703801,0,"RO","Registered",2012-01-10,NA,"REDD","AUD",2012-10-01,1
"1571",2008,5892526,0.996778565255404,0.00130123086585125,0,0.00192020387874452,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2009,5892526,0.997094208027586,0.000970195164432663,0,0.00193559680798138,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2010,5892526,0.997394688720918,0.000995760685523169,0,0.00160955059355898,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2011,5892526,0.99789407213779,0.000710412673859269,0,0.00139551518835059,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2012,5892526,0.997798761379329,0.000709267979430285,1.41503959899219e-05,0.00147782024525041,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2013,5892526,0.995538481207534,0.000899665649062273,1.60061371898856e-05,0.00354584700621425,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2014,5892526,0.995539667883516,0.000948966848258241,1.1761658713984e-05,0.00349960360951211,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2015,5892526,0.996738536755987,0.00123762273722955,0,0.00202384050678284,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2016,5892526,0.997094315882128,0.00141640527532172,6.10875834513963e-06,0.00148317008420571,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2017,5892526,0.997524267603587,0.00139485858840707,1.2213385777593e-05,0.0010686604222283,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2018,5892526,0.998105234085568,0.000857160699712009,3.91086585135007e-05,0.000998496556206718,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2019,5892526,0.997987217692163,0.000865991205644635,5.86749680394203e-05,0.00108811613415336,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2020,5892526,0.997638624996356,0.000984222746623542,6.11082331416553e-05,0.00131604402387859,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1571",2021,5892526,0.997764199814689,0.000132013544976152,0.000357687583493021,0.00174609905684224,0,"RO","Registered",2013-01-01,NA,"REDD","AUD",2013-01-01,1
"1686",2008,5621379.77777778,0.991231787099955,0.00286799202772162,0,0.00590022087232305,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2009,5621379.77777778,0.990611668588113,0.00316142189709421,0,0.00622690951479248,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2010,5621379.77777778,0.990896212080325,0.00265734588583902,0,0.00644644203383613,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2011,5621379.77777778,0.990601415392561,0.0034772255293618,0,0.00592135907807759,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2012,5621379.77777778,0.990147688307416,0.00337108490765634,0,0.00648122678492824,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2013,5621379.77777778,0.990880941707973,0.00330481329682447,0,0.00581424499520228,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2014,5621379.77777778,0.989473076584676,0.00352975548891572,0,0.00699716792640842,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2015,5621379.77777778,0.988952522743004,0.00288332312308218,0,0.00816415413391354,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2016,5621379.77777778,0.988199984326828,0.00298099910874139,0,0.00881901656443113,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2017,5621379.77777778,0.98557567343269,0.00379507411231316,0,0.0106292524549969,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2018,5621379.77777778,0.983917420731021,0.00376555342918806,0,0.0123170258397911,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2019,5621379.77777778,0.981858332648852,0.00417782628549333,0,0.0139638410656548,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2020,5621379.77777778,0.981100999295774,0.0036162549429897,0,0.0152827457612366,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1686",2021,5621379.77777778,0.978353391371626,0.00310056100208163,0,0.0185460476262919,0,"AC","Registered",2014-01-07,NA,"REDD","AUD",2014-07-01,1
"1811",2008,2626527.45435244,0.914099042883521,0.039899249373819,0.00230483421124703,0.0436968735314131,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2009,2626527.45435244,0.905766425016938,0.0413736557317898,0.00237686405421791,0.0504830551970543,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2010,2626527.45435244,0.901729420250568,0.0404928434518236,0.00260312561410174,0.0551746106835072,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2011,2626527.45435244,0.900085092390219,0.0404965776091876,0.00268789305717419,0.0567304369434194,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2012,2626527.45435244,0.902591359658082,0.0418435523361432,0.00269064682564003,0.052874441180135,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2013,2626527.45435244,0.907031221576935,0.041569312659559,0.00322432154506551,0.0481751442184403,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2014,2626527.45435244,0.904697440910531,0.0420005274146858,0.00387063596083964,0.0494313957139431,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2015,2626527.45435244,0.887011443289451,0.0421221204012908,0.00370492538702952,0.0671615109222283,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2016,2626527.45435244,0.873331613312634,0.042683413603254,0.00318991405112916,0.0807950590329828,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2017,2626527.45435244,0.877180460057447,0.0427156056837449,0.00306329792916129,0.0770406363296465,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2018,2626527.45435244,0.883920972089497,0.042442135071712,0.0032277379736046,0.0704091548651865,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2019,2626527.45435244,0.888965710748385,0.0408278863649461,0.00427981278190908,0.0659265901047594,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2020,2626527.45435244,0.891565926101094,0.0418699025576837,0.00419307348185674,0.0623710978593659,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1811",2021,2626527.45435244,0.907321113943796,0.0453358407086781,0.00369240761487144,0.0436506377326546,0,"PA","Registered",2014-08-07,2044-07-07,"REDD","AUD",2014-07-08,1
"1953",2008,5751024.6,0.794148056371314,0.00119927008945272,0.00545459886230722,0.199198074676927,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2009,5751024.6,0.806773827042001,0.00174684877591422,0.00938335449301397,0.182095969689071,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2010,5751024.6,0.832724271359391,0.00143020001059922,0.01303855885533,0.15280696977468,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2011,5751024.6,0.83972930487167,0.00116332438642904,0.013449649705932,0.145657721035969,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2012,5751024.6,0.844435428500536,0.00217255609810035,0.0150368760515924,0.138355139349771,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2013,5751024.6,0.830660326991457,0.00184623843989817,0.0284717754083618,0.139021659160283,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2014,5751024.6,0.830744980786525,0.000945373065199152,0.0286952347098678,0.139614411438408,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2015,5751024.6,0.817296297260499,0.00107143805304635,0.0305771728111538,0.151055091875301,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2016,5751024.6,0.802415461195229,0.00222905442800321,0.0314541925437775,0.16390129183299,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2017,5751024.6,0.813607140716655,0.00174642939212565,0.029230611258791,0.155415818632428,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2018,5751024.6,0.838421472806651,0.00214640319600708,0.0299593770662416,0.1294727469311,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2019,5751024.6,0.8598286161733,0.00636550706558632,0.0322145053327516,0.101591371428362,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2020,5751024.6,0.866252777940206,0.000731629293492362,0.0322531467916222,0.100762445974679,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"1953",2021,5751024.6,0.865970613911182,4.45035962661607e-05,0.0333686944439121,0.100616188048639,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2008,5753148.225,0.998002506719752,0.00107765792612032,0,0.000919835354128202,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2009,5753148.225,0.997686428564221,0.0010981320376906,0,0.00121543939808828,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2010,5753148.225,0.997861392499247,0.000999586365970038,0,0.00113902113478294,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2011,5753148.225,0.998055586970756,0.00098177428459627,0,0.000962638744647545,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2012,5753148.225,0.998002694717042,0.00116296214910802,0,0.000834343133850331,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2013,5753148.225,0.99783483252041,0.00118525384526357,0,0.000979913634326381,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2014,5753148.225,0.997625717409788,0.00129601881185516,0,0.00107826377835669,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2015,5753148.225,0.997635694125108,0.00133447673583346,0,0.0010298291390588,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2016,5753148.225,0.991689145983446,0.00379199644971305,0,0.00451885756684069,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2017,5753148.225,0.991759571228697,0.00374367714753809,0,0.0044967516237647,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2018,5753148.225,0.992489311343369,0.00431984599281404,0,0.00319084266381661,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2019,5753148.225,0.996108814167386,0.00205601350571935,0,0.00183517232689483,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2020,5753148.225,0.996440047059005,0.00129582126416949,0,0.00226413167682519,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
"2252",2021,5753148.225,0.994889018848021,0.000943028571443986,0,0.00416795258053508,0,"PA","Registered",2016-01-01,NA,"REDD","AUD",2016-01-01,1
