"","gid","year","forest","natural_lands","agriculture","pasture","mosaic"
"52",5828482,2008,0.185886062391247,0.0230651912223621,0.00101849194583937,0.755502426045626,0.0345278283949247
"53",6393495,2008,0.187427211233247,0.0521356571341729,0.00191905702532282,0.738257612265745,0.0202604623415125
"54",6404691,2008,0.0922939461021651,0.0363594870444321,0.0106715361893973,0.805945064379088,0.0547299662849172
"55",6404724,2008,0.156565897130928,0.0613881200662164,0,0.759096938758499,0.022949044044356
"56",5732968,2008,0.117272187328377,0.0460164841671963,0.0155707651737443,0.805718291629661,0.0154222717010208
"57",6241270,2008,0.0990184853553863,0.00461358088714935,0.836575681601131,0.0100711458353609,0.0497211063209718
"58",5719684,2008,0.188247114859549,0.0162374955904019,0,0.775578061397347,0.0199373281527023
"59",6240844,2008,0.274285282304983,0.0198766826666843,0.61309603328351,0.0304072127831521,0.0623347889616709
"60",6404172,2008,0.0847285767053448,0.0432919277935312,0.00224890214193289,0.800184429255394,0.0695461641037974
"61",6394372,2008,0.189070907677746,0.00989844602626418,0,0.793173602364087,0.00785704393190273
"62",5687731,2008,0.223297836590731,0.00556313148678979,0.653149032797183,0.0806870741411068,0.0373029249841892
"63",5739080,2008,0.0901799656710285,0.0313081983636781,0,0.84840593587111,0.0301059000941837
"64",6394564,2008,0.0123738255135945,0.023241395610933,0,0.957292747269321,0.00709203160615159
"65",6393540,2008,0.413348968357905,0.00163895836996251,0,0.565764931751201,0.0192471415209309
"66",6241072,2008,0.149681387012461,0.0162752745163581,0.785946675957088,0.0196171721375322,0.0284794903765605
"67",6240872,2008,0.0727803558077187,0.021571891390482,0.610702218353133,0.226544001699518,0.0684015327491486
"68",6242665,2008,0.038669989872337,0.0140238095593808,0.825201557510045,0.0397835473187623,0.0823210957394747
"69",6394472,2008,0.085768674207484,0.168191770252108,0,0.668344022816988,0.0776955327234203
"70",6394393,2008,0.125641333741223,0.027128747985939,0.00225572540512833,0.827116355565268,0.0178578373024413
"71",5994625,2008,0.714762003634673,0.285237996365327,0,0,0
"72",6242663,2008,0.136820831029989,0.009514284380966,0.741557677820762,0.0694518300898599,0.0426553766784237
"73",6241189,2008,0.0167328174047303,0.0110599918982563,0,0.955721024802694,0.0164861658943197
"74",6241312,2008,0.369409626329504,0.0439453224693615,0,0.540157005006275,0.0464880461948599
"75",6241066,2008,0.916324294404393,0.0244692189653362,0,0.00661398906911087,0.0525924975611599
"76",6393946,2008,1,0,0,0,0
"77",6242742,2008,0.047586335048326,0.0483541638512205,0.00106156948160463,0.897889638310187,0.00510829330866181
"78",6394478,2008,0.115481826548216,0.00681196766242468,0,0.864611611436568,0.0130945943527913
"79",6404714,2008,0.34699440063733,0,0,0.460608401907804,0.192397197454866
"80",6394479,2008,0.00432641102900625,0,0,0.994997738417324,0.00067585055366933
"81",5994730,2008,0.56963736946672,0.43036263053328,0,0,0
"82",6393577,2008,0.310090538763745,0.0076825191153646,0.00115481678531913,0.612672381084411,0.0683997442511612
"83",5699361,2008,0.998036357191745,0,0,0.0019636428082555,0
"84",6242433,2008,0.289491244236622,0.0307613474766725,0,0.625551806073022,0.0541956022136832
"85",6241233,2008,0.285350746620667,0.011636804120497,0.629340675468013,0.0171132414570367,0.056558532333787
"86",5736792,2008,0.280977562637462,0.0755964308337864,0.490908531575368,0.0399896959218683,0.112527779031515
"87",5685908,2008,0.0814463050295929,0.122922255164299,0,0.739528808923698,0.0561026308824105
"88",6241028,2008,0.237753316033838,0.079841527371202,0.000252600325553184,0.677988796645983,0.0041637596234236
"89",5717719,2008,0.304183991821149,0.0266410823822787,0.46879140503026,0.144708144444107,0.0556753763222059
"90",5696926,2008,0.239112016172939,0.112886093368759,0,0.59991173076183,0.0480901596964717
"91",5736406,2008,0.195878347237141,0.0154604831669872,0.720140681921409,0.0323147529137623,0.0362057347607013
"92",5804874,2008,0.146235330561122,0.0212999167049005,0.747318681063341,0.03150811742809,0.0536379542425458
"93",5994594,2008,0.63067203439555,0.366869301187456,0,0.00245866441699372,0
"94",5681501,2008,0.26926022827546,0,0,0.728606249281864,0.00213352244267669
"95",5695539,2008,0.0760530809421927,0.0199373198618757,0.00430140760485233,0.783673816663162,0.116034374927918
"96",6390177,2008,0.0642258166016084,0,0,0.842522328321485,0.0932518550769062
"97",6241052,2008,0.0104102769505748,0.0745276164009224,0,0.905625019478602,0.0094370871699007
"98",6242942,2008,0.175782240288572,0.110265315460375,0.580121739674747,0.0664429507501356,0.06738775382617
"99",5712659,2008,0.375947903490789,0.624052096509211,0,0,0
"100",5764857,2008,0.565780666486033,0.434219333513967,0,0,0
"101",5691187,2008,0.205727907555119,0.125110611157235,0.124368199740741,0.434051804152512,0.110741477394393
"102",5740133,2008,0.152626156209472,0.0121822723957266,0.748730146379089,0.036622872111435,0.0498385529042775
"103",5685606,2008,0.25253672634783,0.116911619655843,0.548525246786055,0.0495383250387471,0.032488082171525
"104",5994660,2008,0.576900174459403,0.423099825540597,0,0,0
"105",5994617,2008,0.253100310756191,0.746899689243809,0,0,0
"106",5725041,2008,0.230811247971074,0.020069969423917,0.652246032697907,0.0211858850643431,0.0756868648427584
"107",6030796,2008,0,0.060129262918998,0,0.705016186440014,0.234854550640988
"108",5994092,2008,0.877220524633058,0.109550792987629,0,0.0132286823793136,0
"109",6242950,2008,0.238640882412127,0.0180286401883354,0.620921661859828,0.0176260444291596,0.10478277111055
"110",5684560,2008,0.193537554683351,0.0105822593772258,0.00282681007801796,0.737149274545775,0.0559041013156304
"111",6241194,2008,0.0687795557640905,0.0143700160210921,0.749639042263297,0.0486014790588905,0.118609906892629
"112",5714209,2008,0.180832335380798,0.0194456058332431,0,0.794692580290691,0.00502947849526745
"113",5804798,2008,0.299571255577361,0.0178827809125357,0.597267337880909,0.0215564818690016,0.0637221437601926
"114",6241349,2008,0.118563561502657,0.0272302909667609,0,0.816588623930378,0.0376175236002039
"115",4828271,2008,0.690056044561515,0.309943955438485,0,0,0
"116",6284831,2008,0.0944245814582393,0.0521179878172848,0,0.83985608298807,0.0136013477364055
"117",5686683,2008,0.0383903279512719,0.0392001197061951,0,0.858407782866909,0.0640017694756238
"118",5682234,2008,0.191517314470389,0.022391042327659,0.739136189054993,0.0124788429580474,0.0344766111889115
"119",5747661,2008,0.391346497957592,0.00376356683806108,0.00175525376938983,0.596924793546429,0.00620988788852788
"120",5743947,2008,0.167137008986805,0.0281926886673303,0.652477336853713,0.0199348811714076,0.132258084320744
"121",5710606,2008,0.219196420190767,0.0601093776312531,0.639065052271317,0.0106288569278429,0.0710002929788198
"122",5698301,2008,0.108823968180569,0.023849797035057,0.0655525982316096,0.79468306601893,0.00709057053383453
"123",6241133,2008,0.0255507598814991,0.0596474198757829,0,0.895626367836045,0.0191754524066729
"124",5805118,2008,0.0188934165920105,0.0578733344533036,0,0.886265912239815,0.0369673367148712
"125",6030792,2008,0,0,0.872899064634865,0.127100935365135,0
"126",5760111,2008,0.56825426397562,0.0014585194298632,0.000321399910933547,0.429965816683583,0
"127",5763672,2008,0.880739468267714,0.119260531732286,0,0,0
"128",5696927,2008,0.523047533206514,0.0101985860579327,0,0.466753880735554,0
"129",5721935,2008,0.799493109654177,0.00037550328946579,0,0.200131387056358,0
"130",4472237,2008,1,0,0,0,0
"131",5743297,2008,0.334299511794843,8.0132444971039e-05,0,0.665620355760186,0
"132",5981418,2008,0.343648265162694,0.109077813944251,0.390498121129504,0.156775799763551,0
"133",5981506,2008,0.134557362073678,0.0391915129272084,0.526949069107304,0.29930205589181,0
"134",5981383,2008,0.074822761572854,0.0374565209794682,0.781555248279494,0.106165469168184,0
"135",5981507,2008,0.0606792174828664,0.132357685167282,0.619313619084135,0.187649478265716,0
"136",5309105,2008,0.967260035665679,0.000439233224470833,0,0.0323007311098503,0
"137",5980654,2008,0.124787839853097,0.0447133316315065,0.722329248018837,0.10816958049656,0
"138",5763648,2008,0.0572658052533804,0.0770029902719652,0.78093425029143,0.084796954183224,0
"139",5981385,2008,0.164307025341914,0.123469729568564,0.613287491720048,0.0989357533694743,0
"140",5763639,2008,0.0826815490242102,0.0469631942217355,0.839109612908635,0.0312456438454196,0
"141",5951690,2008,0.771502376029815,0,0,0.228497623970185,0
"142",5949355,2008,0.993722010111097,0.000331369990783461,0,0.00594661989811919,0
"143",5951694,2008,0.933287396869881,0,0,0.0667126031301186,0
"144",5949360,2008,0.998717743141019,0,0,0.00128225685898056,0
"145",5951696,2008,0.876051138825643,0,0,0.123948861174357,0
"146",5949357,2008,0.999897773801217,0,0,0.00010222619878286,0
"147",5949396,2008,1,0,0,0,0
"148",5949397,2008,0.988810693014534,0.00333626125713423,0,0.00785304572833134,0
"149",5951695,2008,0.870871828351914,0,0,0.129128171648086,0
"150",5951689,2008,0.990235180649589,0,0,0.00976481935041081,0
"151",5712532,2008,0.999117381886475,0.000641904082563258,0,0.000240714030961222,0
"152",1974871,2008,0.86051841515933,0.00271535328074899,0.000632794821449621,0.136133436738471,0
"153",5980938,2008,0.434611209972895,0.00717646088717816,0.00744380345954039,0.550768525680386,0
"154",5763747,2008,0.95267700335437,0.0347462303056406,0,0.0125767663399891,0
"155",5763667,2008,0.628057996990525,0.133675509812313,0.029189371056265,0.209077122140898,0
"156",5981546,2008,0.931902533401178,0.000639531466282748,0.00898023011382861,0.0584777050187104,0
"157",5719093,2008,0.763762802758377,0.00216913721523008,0,0.234068060026393,0
"158",5980922,2008,0.480137416694175,0.00313009207042657,0.00582288485202412,0.510909606383375,0
"159",5958815,2008,0.994004790750099,0.00141737258052369,0,0.00457783666937705,0
"160",5981527,2008,0.1487608751539,0.0753876023043537,0.720937520780151,0.0549140017615949,0
"161",5981855,2008,0.538323708529286,0.00434938143195243,0,0.457326910038761,0
"162",5736401,2008,0.621088815123479,0.00470848456673224,0.12217921392166,0.252023486388128,0
"163",5981520,2008,0.0976921010040386,0.0305492789256271,0.869528923090573,0.00222969697976096,0
"164",5740425,2008,0.53331616987391,0.00174765957127543,0,0.464936170554814,0
"165",5981504,2008,0.293283895726225,0.064663971307311,0.560258462292152,0.0817936706743118,0
"166",5735656,2008,0.990425583854769,0,0,0.00957441614523139,0
"167",5981392,2008,0.00373030506657221,0.0890963428018821,0.802123635695868,0.105049716435678,0
"168",5701716,2008,0.627405721631656,0.00532490741431686,8.09868799368374e-05,0.367188384074091,0
"169",5958791,2008,0.98650694576694,0.00376398129197587,0,0.0097290729410845,0
"170",5981530,2008,0.141582639693904,0.0220165388705018,0.651353906588744,0.18504691484685,0
"171",1622937,2008,0.655921351009848,0.00871521101482369,0,0.335363437975328,0
"172",5981484,2008,0.201075876358332,0.105596868722371,0.640145203867064,0.0531820510522331,0
"173",5980656,2008,0.692478376940516,0.178128565007181,0.0371291010120945,0.0922639570402091,0
"174",5711847,2008,1,0,0,0,0
"175",5981499,2008,1,0,0,0,0
"176",5981539,2008,1,0,0,0,0
"177",5980910,2008,0.102976853421129,0.00659629665593727,0,0.890426849922934,0
"178",5981485,2008,1,0,0,0,0
"179",5763681,2008,0.365269617186714,0.165961563162959,0.413647392430024,0.0551214272203033,0
"180",5981517,2008,0.0963436812965011,0.0468339166481149,0.822244939672646,0.0345774623827382,0
"181",5763704,2008,0.292995247134018,0.228443113063149,0.425426920976703,0.0531347188261305,0
"182",5981502,2008,0.952870927082135,0.0433979361397793,0,0.00373113677808566,0
"183",5981662,2008,0.497118541195247,0.0615645324146771,0.404907629300013,0.0364092970900631,0
"184",5981518,2008,0.284376868153167,0.147544011469256,0.349350004986555,0.218729115391021,0
"185",5981399,2008,0.0766696688903656,0.0327256439714723,0.878282360154335,0.0123223269838267,0
"186",5981519,2008,0.149537977733182,0.127659693361436,0.579092903502915,0.143709425402467,0
"187",5981505,2008,0.215108488601682,0.138204292811463,0.612971669236625,0.0337155493502301,0
"188",198742,2008,1,0,0,0,0
"189",5981479,2008,0.162141582272149,0.17292739816432,0.525024918453364,0.139906101110167,0
"190",5951686,2008,0.674926683346961,0,0,0.325073316653038,0
"191",5981552,2008,0.236952565877758,0.265810069644093,0.425744502111908,0.0714928623662406,0
"192",5698211,2008,0.973344805912081,2.45934738876189e-05,0,0.0266306006140312,0
"193",5951693,2008,0.999466075959172,0.000533924040827887,0,0,0
"194",5764117,2008,1,0,0,0,0
"195",5967003,2008,0.675008940957306,0.0142191408013165,0.00192453990538642,0.308847378335991,0
"196",5740598,2008,0.600809471445781,0.126690233146082,0.00808295514417038,0.264417340263967,0
"197",5985576,2008,0.995475230043759,0.00294139370652146,0.000710795484745718,0.000872580764974191,0
"198",5761562,2008,0.882905549257343,0,0,0.117094450742657,0
"199",5762006,2008,0.989551022614957,0.000857654518405319,0,0.00959132286663797,0
"200",5980655,2008,0.213330424883051,0.0725794280233246,0.639776997044729,0.074313150048895,0
"201",5994736,2008,0.499371147661576,0.500628852338424,0,0,0
"202",5743394,2008,0.97790994177295,0.00556300685765475,0,0.0165270513693957,0
"203",5981813,2008,0.137797961432094,0.0177459585990562,0.639225458402901,0.205230621565948,0
"204",5681970,2008,0.991862631128117,0.00687251439860769,0,0.0012648544732755,0
"205",5951687,2008,0.287995541044699,0,0,0.712004458955301,0
"206",5985501,2008,0.970780340585302,0.00124886912064364,0,0.0266353871848542,0.00133540310919971
"207",5986358,2008,1,0,0,0,0
"208",5981453,2008,0.48716193195412,0.437450627591047,0,0.0753874404548333,0
"209",5688110,2008,1,0,0,0,0
"210",5949455,2008,0.990071001235862,0.000732531551948953,0,0.0091964672121888,0
"211",5980686,2008,0.0595680553653795,0,0.861014684065153,0.0794172605694679,0
"212",5981446,2008,0.304579422742698,0.211176334604622,0.315444895923821,0.16879934672886,0
"213",5713163,2008,0.811403136504031,0.000873063502567224,0,0.187723799993402,0
"214",5981382,2008,0.108626689136721,0.219626225516755,0.476500976054617,0.195246109291908,0
"215",5980688,2008,0.0146586795806138,0.0778035824842746,0.748687394511393,0.158850343423719,0
"216",5981483,2008,0.124841901970265,0.0722035593933671,0.619336625369585,0.183617913266782,0
"217",5980687,2008,0.0906656828272892,0.159163087014562,0.529963433907987,0.220207796250161,0
"218",5732992,2008,0.969098697648645,0.00649728630052254,0.000847194733169233,0.0235568213176633,0
"219",5949395,2008,1,0,0,0,0
"220",5981477,2008,0.060774246861756,0.0630044626957021,0.839021544683884,0.0371997457586582,0
"221",5981466,2008,0.0412229899037583,0.379968414473757,0.514701368135712,0.0641072274867726,0
"222",5763646,2008,0.576152408475017,0.0299468860916457,0.349301440458016,0.0445992649753207,0
"223",5723669,2008,0.625846170584749,0.00258998087704322,0.00076048835143706,0.370803360186771,0
"224",5981468,2008,0.170434826121645,0.170479100803678,0.584378302826587,0.0747077702480897,0
"225",5697096,2008,0.984693921120607,0.00118393098196345,0.000757788248700298,0.0133643596487295,0
"226",5981390,2008,0.148979256944081,0.171573103131668,0.570695106429227,0.108752533495023,0
"227",5951688,2008,0.308042095097785,0.00133844458502443,0,0.690619460317191,0
"228",5981368,2008,0.49575596189752,0.0475633754631933,0.227230427548401,0.229450235090886,0
"229",5981528,2008,0.0433075101406763,0.053981138655759,0.780565129966807,0.122146221236757,0
"230",5934949,2008,0.501940514326146,0.00198187818948495,0,0.496077607484369,0
"231",5981464,2008,0.532363070464165,0.270018932815131,0.0558066281941595,0.141811368526545,0
"232",5934947,2008,0.335084870730093,0.00120082963226588,0.00335638512372349,0.660357914513918,0
"233",5934948,2008,0.486061901676222,0.000552212527288685,0.00226582304156029,0.511120062754929,0
"234",5981454,2008,0.401018207123705,0.0634354764314342,0.371740054499636,0.163806261945224,0
"235",5707237,2008,0.723717416019357,0.0030011689136093,0.00486785185304884,0.268413563213984,0
"236",5702015,2008,0.337295896104793,0.00234127525744338,0.00371953596178537,0.656643292675978,0
"237",5980680,2008,0.0765750905389336,0.0152657712854886,0.828949220712281,0.0792099174632971,0
"238",5981491,2008,0.963883758445587,0.0361162415544134,0,0,0
"239",5745308,2008,0.689773609159983,0.00269070049329991,0,0.307535690346717,0
"240",5949442,2008,0.52723211130348,0.0123033520548626,0,0.460464536641657,0
"241",5981388,2008,0.0378248641447528,0.110887954069176,0.722927080417035,0.128360101369036,0
"242",5981378,2008,0.0487461655156716,0.10018755016943,0.748545944713892,0.102520339601006,0
"243",5980685,2008,0.0497815616424473,0.000184430608523095,0.921134915465148,0.0288990922838814,0
"244",5763953,2008,1,0,0,0,0
"245",5981384,2008,0.204035380511745,0.107775680871629,0.632973299517274,0.0552156390993521,0
"246",5981524,2008,0.202754984862951,0.188589231409403,0.505402131691093,0.103253652036553,0
"247",5263306,2008,0.880767209892465,0.00657715450542208,0,0.112655635602113,0
"248",5981380,2008,0.183373402078004,0.138908228207319,0.540441925423261,0.137276444291416,0
"249",5981478,2008,0.0849921389335594,0.0496154656273265,0.776579592494466,0.0888128029446485,0
"250",5951685,2008,0.994520311502078,0,0,0.00547968849792217,0
"251",5726745,2008,1,0,0,0,0
"252",5980679,2008,0.0553191557066476,0.0440504167303618,0.799319226182374,0.101311201380616,0
"253",5981451,2008,0.136440225368403,0.557218691818932,0.187202063133474,0.119139019679191,0
"254",5981511,2008,0.138585666884639,0.0951050386044819,0.720817453406769,0.0454918411041096,0
"255",5703719,2008,0.957619036833596,0.000254982750441482,0,0.0421259804159625,0
"256",5704985,2008,0.457213870746948,0.000885705132870316,0.00100142184225808,0.540899002277924,0
"257",2227447,2008,0.988436483725163,0,0,0.0115635162748374,0
"258",5719016,2008,0.973798591096956,0.00379825168418572,0.010036184316202,0.0107257530391197,0.00164121986353704
"259",5949411,2008,0.872702389415846,0.00643123874462621,0,0.120866371839527,0
"260",5981723,2008,0.127789751535818,0.0115531669829842,0.721716706520024,0.138940374961174,0
"261",1579187,2008,0.844933812227796,0.00473250832140642,0,0.150333679450797,0
"262",1627787,2008,0.910786956759238,0.0580349441673747,0,0.0311780990733872,0
"263",5723480,2008,0.872992312572254,0.000712645572506747,0,0.12629504185524,0
"264",5719623,2008,0.863008179550115,0.000733556948396102,0.0486933846231193,0.0875648788783692,0
"265",891537,2008,0.873246217051275,0,0,0,0.126753782948725
"266",4307752,2008,0.255044414632374,0,0,0.351699066694201,0.393256518673424
"267",2315736,2008,0.408038473304723,0,0,0.367394616407984,0.224566910287293
"268",4079339,2008,0.807456389676822,0,0,0.0754437429048307,0.117099867418348
"269",1132176,2008,0,0,0,1,0
"270",294133,2008,0.0269590175215598,0,0,0.618502656896947,0.354538325581493
"271",5735044,2008,0.795487613332147,0.000999661822857929,0,0.0594528189028647,0.144059905942131
"272",4192207,2008,0.465787981395454,0,0,0.192508935703704,0.341703082900841
"273",988634,2008,0,0,0,1,0
"274",1207846,2008,0.0108850967271151,0,0,0.949124627430563,0.0399902758423216
"275",3647329,2008,0.886474847434526,0,0,0.0201743462166719,0.0933508063488022
"276",5505772,2008,0.529584151010861,0,0,0.211747029457342,0.258668819531798
"277",3861829,2008,0.584945289216885,0,0,0.115996817546064,0.299057893237051
"278",6179555,2008,0.331383167297741,0.00177337577933216,4.50433712315332e-05,0.531079418434471,0.135718995117224
"279",2105977,2008,0.26792753818975,0,0,0.467975473399457,0.264096988410793
"280",1290213,2008,0.368486929929471,0,0,0.631513070070529,0
"281",863476,2008,0.252461414926262,0,0,0.165719478691776,0.581819106381962
"282",385063,2008,0.000845216350938256,0,0,0.964619704373954,0.0345350792751074
"283",5472146,2008,0.496011425346886,0,0,0.216640118619513,0.287348456033601
"284",1999546,2008,0.324806562936111,0,0,0.49368511334201,0.181508323721879
"285",5315161,2008,0.301364707730207,0,0,0.372970063702876,0.325665228566918
"286",3709567,2008,0.400303482948626,0,0,0,0.599696517051374
"287",1540864,2008,0.106563543117073,0,0,0.706341635775098,0.187094821107829
"288",1547238,2008,0.782815546803217,0,0,0.140963595200067,0.0762208579967163
"289",4266044,2008,0.416579704856632,0,0,0.251365819859207,0.332054475284161
"290",5899560,2008,0.625617310477654,0.0310027874058963,0,0.00570079502942252,0.337679107087027
"291",5899542,2008,0.752483206138158,0.241043423821824,0,1.49407634791145e-05,0.00645842927653852
"292",5899539,2008,0.71240206108639,0.043201070043852,0,0.00650908228975567,0.237887786580002
"293",5899533,2008,0.471113091489623,0.437251409462054,0,0.000352201675348871,0.0912832973729748
"294",621178,2008,0.788325704801281,0.173922197480061,0,0.000331914865190383,0.0374201828534676
"295",5956763,2008,1,0,0,0,0
"296",5724009,2008,0.946319945301462,0.000497786439599681,0,0.0531822682589384,0
"297",2151148,2008,0.944817269384801,0,0,0.055182730615199,0
"298",5761826,2008,1,0,0,0,0
"299",512259,2008,1,0,0,0,0
"300",512412,2008,1,0,0,0,0
"301",2264602,2008,0.953880179599094,0.00243716723198554,0,0.0436826531689208,0
"302",2065383,2008,0.994073537140908,0,0,0.00592646285909234,0
"303",5956607,2008,1,0,0,0,0
"304",594757,2008,1,0,0,0,0
"305",323336,2008,1,0,0,0,0
"306",1934005,2008,1,0,0,0,0
"307",559166,2008,1,0,0,0,0
"308",993173,2008,1,0,0,0,0
"309",612670,2008,1,0,0,0,0
"310",2019591,2008,0.998411081582823,0.00158891837157801,0,4.55993560870844e-11,0
"311",2054301,2008,1,0,0,0,0
"312",5955007,2008,0.501586159917215,0.00649767044826488,0,0.49191616963452,0
"313",5954733,2008,0.999375599553793,0,0,0.000624400446206706,0
"314",5954784,2008,1,0,0,0,0
"315",5954781,2008,0.998017052982431,0.000870363065335263,0,0.00111258395223332,0
"316",5701101,2008,0.886176473494057,0,0,0.113823526505943,0
"317",5954749,2008,1,0,0,0,0
"318",5956862,2008,1,0,0,0,0
"319",5954748,2008,0.990358646068948,0.00428770803550962,0,0.00535364589554281,0
"320",5955046,2008,0.498245300573648,0.00122260918158463,0,0.500532090244768,0
"321",5741113,2008,0.510642636541633,0.00103022626786564,0,0.488327137190501,0
"322",5761841,2008,0.962571975497406,0.000902186640221129,0,0.0365258378623724,0
"323",5253991,2008,0.980524391997038,0.00139070890116764,0,0.0180848991017946,0
"324",5761658,2008,0.416563910534125,0,0,0.583436089465875,0
"325",5708367,2008,0.977363308424866,0.00170930099710656,0,0.0209273905780278,0
"326",5731306,2008,0.998681239151002,0.000114769534057447,0,0.00120399131494057,0
"327",5700061,2008,0.983062572175865,0.000648541532594545,0,0.0162888862915405,0
"328",5954786,2008,1,0,0,0,0
"329",5956924,2008,0.993093951833224,0,0,0.00690604816677639,0
"330",613219,2008,0.789462331793495,0.000558243860271926,0,0.209979424346233,0
"331",5706139,2008,0.984895856733134,0,0,0.0151041432668657,0
"332",5744325,2008,0.335264256024323,0.00030539784321347,0,0.664430346132463,0
"333",5248873,2008,0.31204735519121,0.00342489617917815,0,0.684527748629612,0
"334",5761793,2008,0.385017700416264,0.000728952270257906,0,0.614253347313478,0
"335",176028,2008,0.997487217511461,0.000162583274837241,0,0.00235019921370152,0
"336",5954692,2008,0.518295749376687,0.000215605157654227,0,0.481488645465659,0
"337",70517,2008,1,0,0,0,0
"338",1993394,2008,0.960767060375315,0,0,0.0392329396246852,0
"339",5708071,2008,0.97452072981821,5.14534253886516e-06,0,0.0254741248392513,0
"340",489663,2008,1,0,0,0,0
"341",246176,2008,0,0,0,1,0
