id_registry,registry,project_developer,project_name,project_type,saleable_credits_registered,credits_retired_all_time,total_buffer_pool_credits,estimated_annual_emission_reductions,project_description,methodology_version,state,project_status,start,end,crediting_period_term,certification_date,area_hectares,afolu,redd_type,public_or_indigenous_land,document_size_pages,gold_standard_ggc,vcs,ccb-silver,ccb-gold,ccb-biodiversity_gold,ccb-community_gold,ccb-climate_gold,ccb-no_distinction,ccb,ccb_development,fsc_certification,fsc_development,social_carbon,cdm,corsia,sdg,michael_greene_association,vcs_project_validator,legal_issues,legal_issues_-_more_information,ccb_project_status,ccb_project_type,ccb_project_validator,ccb_standard_edition,proponent_information,auditor_site_visit_to_and_from_date,number_of_verifications_ccb,first_verification,second_verification,third_verification,fourth_verification,fifth_verification,sixth__verification,seventh_verification
1550,VERRA,Multiple Proponents,Uberlandia landfills I and II,Waste Handling and Disposal,40093,0,NA,40093,Waste handling and disposal,ACM0001,MG,Registered,2012-01-03,2026-02-28,"2nd, 01/03/2019 - 28/02/2026",NA,NA,NA,NA,0,70,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,Tuev Nord Cert GmbH (Tuev Nord),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,VERRA,ERB MG Energias S/A,Santa Vitória Cogeneration Project,Energy Production or Conservation,89499,89499,NA,27577,Energy industries (renewable/non-renewable sources),ACM0006,MG,Registered,2015-08-01,2025-07-31,"1st, 01/08/2015 - 31/07/2025",NA,NA,NA,NA,0,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,ERM Certification and Verification Services Ltd. (ERM CVS),NA,NA,NA,NA,NA,NA,www.socialcarbon.org,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,VERRA,Multiple Proponents,Manoa REDD+ Project,REDD+,482344,482341,187531,279290,Agriculture Forestry and Other Land Use,VM0015,RO,Registered,2013-01-01,2042-12-31,"1st, 01/01/2013 - 31/12/2042",2017-09-04,730387,REDD,AUD,0,166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4, 6, 8, 12, 13, 15, 17",0,"Rainforest Alliance, Inc. (Rainforest Alliance)",NA,NA,Validation expired,Reduced Emissions from Deforestation and Degradation,"Rainforest Alliance, Inc. (Rainforest Alliance)",CCB Third Edition,www.biofilica.com.br,30-Jan-2016 to 26-Mar-2016,NA,NA,NA,NA,NA,NA,NA,NA
1654,VERRA,Fazenda Nossa Senhora das Cachoeiras do Ituxi,Fortaleza Ituxi REDD Project,REDD+,1099622,1094546,306674,137675,Agriculture Forestry and Other Land Use,VM0015,AM,Registered,2013-12-15,2043-12-14,"1st, 15/12/2013 - 14/12/2043",2019-05-17,46592,REDD,AUD,0,215,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,"S&A Carbon, LLC",NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,"Rainforest Alliance, Inc. (Rainforest Alliance)",CCB Third Edition,https://www.carbonext.com.br/en-US,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,VERRA,CARBON CREDITS CONSULTING S.R.L.,Fazenda Sao Paulo Afforestation,"Forestry, non REDD+",167292,43667,28010,19380,Agriculture Forestry and Other Land Use,AR-ACM0003,MS,Registered,2013-01-01,2032-12-31,"1st, 01/01/2013 - 31/12/2032",2018-01-30,287,ARR,NA,0,128,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,Verification approved,"Afforestation, Reforestation and Revegetation",RINA S.p.A (RINA),CCB Third Edition,https://carboncreditsconsulting.com/pt-br/,NA,0,NA,NA,NA,NA,NA,NA,NA
1686,VERRA,Agrocortex Madeiras do Acre Agroflorestal Ltda.,Agrocortex REDD Project,REDD+,1797269,1161696,347924,483594,Agriculture Forestry and Other Land Use,VM0015,AC/AM,Registered,2014-07-01,2044-06-30,"1st, 01/07/2014 - 30/06/2044",2018-04-11,186067,REDD,AUD,0,227,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"12, 13, 15",0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,VERRA,Multiple Proponents,Incomex Hydroelectric Project,Energy Production or Conservation,3027,3027,NA,91220,Energy industries (renewable/non-renewable sources),AMS-I.D.,RO,Registered,2017-07-01,2024-06-30,"2nd, 01/07/2017 - 30/06/2024",NA,NA,NA,NA,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,VERRA,Credits transferred from approved GHG program,Pampeana and Terra Santa Small Hydropower Plants Project Activity,Energy Production or Conservation,50000,50000,NA,25194,Energy industries (renewable/non-renewable sources),ACM0002,MG,Credits transferred from approved GHG program,2011-11-07,2018-11-06,"CREDITING PERIOD HAS EXPIRED, 07/11/2011 - 06/11/2018",NA,NA,NA,NA,0,59,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Tuev Nord Cert GmbH (Tuev Nord),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,VERRA,Combio Energia S.A.,Combio Renewable Biomass Project - Três Marias,Energy Production or Conservation,50000,30000,NA,58519,Energy industries (renewable/non-renewable sources),AMS-I.C.,MG,Registered,2017-04-01,2027-03-31,"1st, 01/04/2017 - 31/03/2027",NA,NA,NA,NA,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,https://www.sustainablecarbon.com/en/,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,VERRA,Multiple Proponents,Jari/Pará REDD+ Project,REDD+,900752,798737,111329,525314,Agriculture Forestry and Other Land Use,VM0015,PA,On Hold,2014-07-08,2044-07-07,"1st, 08/07/2014 - 07/07/2044",2019-07-02,496988,REDD,AUD,0,230,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,RINA S.p.A (RINA),1,Jari Group (one of the proponents) is under investigation for illegal logging. Land Tenure issues (document of 1882 is problematic) - https://www.wrm.org.uy/pt/artigos-do-boletim/fsc-e-rspo-parceiros-no-crime-a-questao-fundiaria-da-jari-florestal-e-da-agropalma-na-amazonia-brasileira,Under Verification,Reduced Emissions from Deforestation and Degradation,RINA S.p.A (RINA),CCB Third Edition,www.biofilica.com.br,NA,1,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA
1812,VERRA,VTRM Energia Participações S.A,VTRM Renewable Energy,Energy Production or Conservation,1984213,217626,NA,652150,Energy industries (renewable/non-renewable sources),ACM0002,PE/PI,Registered,2016-12-09,2026-12-08,"1st, 09/12/2016 - 08/12/2026",NA,NA,NA,NA,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,VERRA,Credits transferred from approved GHG program,Pesqueiro Energia Small Hydroelectric Project (PESHP),Energy Production or Conservation,5000,0,NA,17927,Energy industries (renewable/non-renewable sources),AMS-I.D.,PR,Units Transferred from Approved GHG Program,2012-07-01,2019-06-30,"CREDITING PERIOD HAS EXPIRED, 01/07/2012 - 30/06/2019",NA,NA,NA,NA,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Bureau Veritas Certification Holding SAS (Bureau Veritas),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,VERRA,ZSCORE S. A.,Bikes for the Planet - Brazil,Transportation,2549,990,NA,167,Transport,AMS-III.BM,SP,Registered,2018-01-30,2028-01-29,"1st, 30/01/2018 - 29/01/2028",NA,NA,NA,NA,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,VERRA,Credits transferred from approved GHG program,Salvador da Bahia Landfill Gas Management Project,Energy Production or Conservation,1030964,759751,NA,242950,Energy industries (renewable/non-renewable sources),ACM0002,BA,Units Transferred from Approved GHG Program,2007-01-01,2013-12-31,"CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2013",NA,NA,NA,NA,0,102,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Det Norske Veritas Climate Change Services AS (DNV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,VERRA,VTRM Energia Participações S.A,VTRM Renewable Energy 2,Energy Production or Conservation,1005429,88251,NA,439950,Energy industries (renewable/non-renewable sources),ACM0002,PI,Registered,2017-08-02,2027-08-01,"1st, 02/08/2017 - 01/08/2027",NA,NA,NA,NA,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,VERRA,Amazon Reforestation Consortium.,Floresta Verde REDD+ Project (former  The ARC REDD+ Project),REDD+,941618,44104,119549,340000,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2016-01-01,2045-12-31,"1st, 01/01/2016 - 31/12/2045",2020-09-28,53528,REDD,AUD,0,221,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",1,4K Earth Sciences Private Limited,NA,NA,Under Verification,Reduced Emissions from Deforestation and Degradation,4K Earth Sciences Private Limited,CCB Third Edition,NA,NA,1,KBS Certification Services Limited,NA,NA,NA,NA,NA,NA
1969,VERRA,Amazon Reforestation Consortium.,Carbono Verde AR Project,"Forestry, non REDD+",0,0,NA,516780,Agriculture Forestry and Other Land Use,AR-ACM0003,PA,Registered,2016-01-01,2045-12-31,"1st, 01/01/2016 - 31/12/2045",2020-12-06,39150,ARR,NA,0,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,4K Earth Science Private Limited,NA,NA,Under Verification,"Afforestation, Reforestation and Revegetation",NA,CCB Third Edition,NA,14-May-2021 to 22-May-2021,NA,NA,NA,NA,NA,NA,NA,NA
1995,VERRA,Multiple Proponents,Folha Larga Sul Renewable Energy,Energy Production or Conservation,0,0,NA,332753,Energy industries (renewable/non-renewable sources),ACM0002,BA,Registered,2020-05-14,2030-05-13,"1st, 14/05/2020 - 13/05/2030",2019-12-30,NA,NA,NA,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,VERRA,Alianca Geracao de Energia S.A.,Santana Renewable Energy,Energy Production or Conservation,0,0,NA,241485,Energy industries (renewable/non-renewable sources),ACM0002,RN,Registered,2021-11-01,2031-10-31,"1st, 01/11/2021 - 31/10/2031",NA,NA,NA,NA,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,VERRA,Alianca Geracao de Energia S.A.,Gravier Renewable Energy1,Energy Production or Conservation,0,0,NA,124580,Energy industries (renewable/non-renewable sources),ACM0002,CE,Registered,2021-08-01,2031-07-31,"1st, 01/08/2021 - 31/07/2031",2019-12-23,NA,NA,NA,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2079,VERRA,CARBON CREDITS CONSULTING S.R.L.,Fazenda Nascente do Luar Agroforestry Project,"Forestry, non REDD+",112185,30906,12465,22797,Agriculture Forestry and Other Land Use,AR-ACM0003,MS,Registered,2015-04-20,2045-04-19,"1st, 20/04/2015 - 19/04/2045",2020-04-15,342,ARR,NA,0,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2252,VERRA,Brazil AgFor LLC,Rio Anapu-Pacaja REDD Project,REDD+,6307759,51690,801787,938000,Agriculture Forestry and Other Land Use,VM0015,PA,On Hold,2016-01-01,2045-12-31,"1st, 01/01/2016 - 31/12/2045",2021-09-16,165707,REDD,AUD,0,267,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"2, 4, 5, 12, 14",1,4K Earth Sciences Private Limited,1,https://g1.globo.com/pa/para/noticia/2023/10/03/fraude-na-amazonia-projetos-de-credito-de-carbono-dizem-reduzir-o-desmatamento-mas-so-falaram-para-ribeirinhos-nao-abrirem-roca.ghtml,Verification public comment period requested,Reduced Emissions from Deforestation and Degradation,4K Earth Sciences Private Limited,CCB First Edition,NA,08-Jun-2020 to 15-Jun-2020,2,NA,NA,NA,NA,NA,NA,NA
2306,VERRA,Converted from other GHG program,São João Landfill Gas to Energy Project (SJ),Waste Handling and Disposal,779,779,NA,76429,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,SP,Units Transferred from Approved GHG Program,2007-05-22,2028-05-21,"3rd, 22/05/2007 - 21/05/2028",NA,NA,NA,NA,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Tuev Sued Industrie Service GmbH (Tuev Sued),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2316,VERRA,Converted From a another GHG program CDM,"BRASCARBON Methane Recovery Project BCA-BRA-08, Brazil CDM",Livestock Waste Management,20000,4810,NA,27418,"Livestock, enteric fermentation, and manure management",AMS-III.D.,SP,Units Transferred from Approved GHG Program,2010-11-08,2024-11-07,"2nd, 08/11/2010 - 07/11/2024",NA,NA,NA,NA,0,85,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2373,VERRA,Ecológica Assessoria Ltda,Yellow Ipê Grouped REDD Project,REDD+,16772,0,3664,273302,Agriculture Forestry and Other Land Use,VM0015,TO,Registered,2020-03-01,2050-02-28,"1st, 01/03/2020 - 28/02/2050",2021-12-14,86097,REDD,AUD,0,94,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2465,VERRA,ERA Assessoria e Projetos Ambientais e Agricolas Ltd,Avoided Conversion Cerrado,"Forestry, non REDD+",316781,378,60339,100000,Agriculture Forestry and Other Land Use,VM0009,GO,Registered,2017-02-02,2027-02-01,"1st, 02/02/2017 - 01/02/2027",2022-12-19,17509,ACoGS,NA,0,237,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,0,RINA S.p.A (RINA),NA,NA,Under validation and verification,Avoided Conversion of Grasslands and Shrublands,Earthood Services Private Limited,CCB Third Edition,www.erabrazil.com,16-Jul-2023 to 23-Jul-2023,1,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA
2508,VERRA,Multiple Proponents,UNITOR REDD+ PROJECT,REDD+,832429,125,241163,522923,Agriculture Forestry and Other Land Use,VM0015,AM,Registered,2018-04-26,2048-04-25,"1st, 26/04/2018 - 25/04/2048",2022-04-26,94270,REDD,AUD,0,187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"8, 11, 13, 15",0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,VERRA,Multiple Proponents,EVERGREEN REDD+ PROJECT,REDD+,748135,0,86730,1566547,Agriculture Forestry and Other Land Use,VM0007,AM,Registered,2020-11-25,2050-11-24,"1st, 25/11/2020 - 24/11/2050",2022-03-17,130555,REDD,NA,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,VERRA,BRCARBON SERVIÇOS AMBIENTAIS LTDA,Brazilian Amazon APD Grouped Project,REDD+,803858,0,93925,812538,Agriculture Forestry and Other Land Use,VM0007,AC/AM/AP/PA/RR/MA/MT/RO/TO,Registered,2021-08-02,2121-08-01,"1st, 02/08/2021 - 01/08/2121",2022-11-10,17660,REDD,APD,0,222,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,Under Verification,Reduced Emissions from Deforestation and Degradation,Earthood Services Private Limited,CCB Third Edition,bruno.matta@brcarbon.com.br,01-Nov-2021 to 10-Nov-2021,2,Earthood Services Private Limited,RINA S.p.A (RINA),NA,NA,NA,NA,NA
2558,VERRA,Multiple Proponents,ABC Norte REDD Project,REDD+,421510,11399,41564,1340740,Agriculture Forestry and Other Land Use,VM0015,PA,Registered,2017-09-13,2047-09-12,"1st, 13/09/2017 - 12/09/2047",2022-02-21,140691,REDD,AUD,0,348,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,VERRA,Instituto Homem Pantaneiro,The Serra do Amolar REDD+ Project,REDD+,120833,2325,352,90592,Agriculture Forestry and Other Land Use,VM0015,MS,Registered,2016-07-01,2046-06-30,"1st, 01/07/2016 - 30/06/2046",2022-05-13,135060,REDD,AUD,0,265,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,Ruby Canyon Engineering,NA,NA,Verification approved,Reduced Emissions from Deforestation and Degradation,Ruby Canyon Engineering,CCB Third Edition,faleconosco@institutohomempantaneiro.org.br,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,VERRA,Converted from other GHG program,Oeste de Caucaia Landfill Project Activity,Waste Handling and Disposal,1134577,232469,NA,523569,Waste handling and disposal,ACM0001,CE,Units Transferred from Approved GHG Program,2016-04-22,2023-04-21,"CREDITING PERIOD HAS EXPIRED, 22/04/2016 - 21/04/2023",NA,NA,NA,NA,0,62,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,KBS Certification Services Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2998,VERRA,Brascarbon Consultoria Projetos e Representação S/A,Brascarbon Methane Recovery Project BCA-BRA-16,Waste Handling and Disposal,55246,501,NA,55356,Waste handling and disposal,AMS-III.D.,MS,Registered,2021-01-02,2028-01-01,"1st, 02/01/2021 - 01/01/2028",2022-10-22,NA,NA,NA,0,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Colombian Institute for Technical Standards and Certification (ICONTEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3010,VERRA,Converted from other GHG program,MacaAobas Landfill Gas Project,Waste Handling and Disposal,97656,0,NA,102583,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,MG,Units Transferred from Approved GHG Program,2013-07-31,2027-07-30,"2nd, 31/07/2013 - 30/07/2027",NA,NA,NA,NA,0,70,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,Colombian Institute for Technical Standards and Certification (ICONTEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3056,VERRA,Brascarbon Consultoria Projetos e Representação S/A,Brascarbon Methane Recovery Project BCA-BRA-17,Waste Handling and Disposal,55244,0,NA,55560,Waste handling and disposal,AMS-III.D.,MS,Registered,2021-02-02,2028-02-01,"1st, 02/02/2021 - 01/02/2028",2022-11-06,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Colombian Institute for Technical Standards and Certification (ICONTEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3350,VERRA,Suzano SA,THE ARR HORIZONTE CARBON PROJECT,"Forestry, non REDD+",4665,139,270,119148,Agriculture Forestry and Other Land Use,AR-ACM0003,MS,Registered,2017-11-02,2047-11-01,"1st, 02/11/2017 - 01/11/2047",2022-10-25,15517,ARR,NA,0,234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3448,VERRA,LANDFILL GAS COLLECTION AND UTILIZATION AT THE MARCA CARIACICA – II LANDFILL,Marca Construtora e Serviços LTDA,Waste Handling and Disposal,0,0,NA,410159,Waste handling and disposal,ACM0001,ES,Registered,2020-10-15,2027-10-14,"1st, 15/10/2020 - 14/10/2027",2022-10-13,NA,NA,NA,0,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,VERRA,International Wood Corporation,"IWC BRAZILIAN AMAZON GROUPED REDD APD, AUPD AND BIOMASS TO FUEL PROJECTS",Energy Production or Conservation//REDD,0,0,NA,500000,Agriculture Forestry and Other Land Use//Energy industries (renewable/non-renewable sources),VM0005//VM0015//Methodology Under Development,PA,Under development,2021-12-01,2031-11-30,"1st, 01/12/2021 - 30/11/2031",NA,18101,REDD,AUD/APD,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,VERRA,Global Servicos de Engenharia,Sustainable Forestry Management Plan Capture and Sequestration Carbon,REDD+,0,0,NA,99696,Agriculture Forestry and Other Land Use,VM0007//AR-ACM0003,PA/AM,Under development,2016-05-05,2046-05-04,"1st, 05/05/2016 - 04/05/2046",NA,3500000,REDD,AUD,0,23,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,VERRA,Fundação Amazonas Sustentável - FAS,"The Juma Sustainable Development Reserve Project: Reducing Greenhouse Gas Emissions from Deforestation and Forest Degradation plus forest management in the State of Amazonas, Brazil",REDD+,0,0,NA,238530,Agriculture Forestry and Other Land Use,VM0015,AM,Registration requested,2016-01-01,2025-12-31,"1st, 01/01/2016 - 31/12/2025",NA,540445,REDD,AUD,0,124,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"S&A Carbon, LLC",NA,NA,Validation expired,Reduced Emissions from Deforestation and Degradation,NA,CCB First Edition,NA,24-Jul-2008 to 31-Jul-2008,NA,NA,NA,NA,NA,NA,NA,NA
2359,VERRA,The Green Branch,Serra do Sudeste Landscape Restoration and Reforestation Project,"Forestry, non REDD+",0,0,NA,8152,Agriculture Forestry and Other Land Use,AR-AMS0007,RS,Under validation,2021-03-01,2051-02-28,"1st, 01/03/2021 - 28/02/2051",NA,1037,ARR,NA,0,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Carbon Check (India) Private Ltd.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2482,VERRA,Multiple Proponents,Boa Fé REDD Project,REDD+,0,0,NA,1295172,Agriculture Forestry and Other Land Use,VM0015,AM,Registration and verification approval requested,2020-01-01,2029-12-31,"1st, 01/01/2020 - 31/12/2029",NA,432690,REDD,AUD,0,138,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,VERRA,"Saving Nature, Inc.",Restoring Degraded Lands for Biodiversity Conservation and Livelihood Development in Brazil,"Forestry, non REDD+",0,0,NA,7666,Agriculture Forestry and Other Land Use,AR-ACM0003,RJ,Under development,2017-10-01,2057-09-30,"1st, 01/10/2017 - 30/09/2057",NA,625,ARR,NA,0,59,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2586,VERRA,"413 Environmental, LLC",413 REDD Project,REDD+,0,0,NA,1465769,Agriculture Forestry and Other Land Use,VM0007,AM,Under validation,2021-01-01,2050-12-31,"1st, 01/01/2021 - 31/12/2050",NA,500996,REDD,APD,0,148,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Aster Global Environmental Solutions Inc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,VERRA,"Zero Carbon Holdings, LLC",Zero Carbon Aripuanã River Valley REDD Project 1,REDD+,0,0,NA,456864,Agriculture Forestry and Other Land Use,VM0007,AM,Under validation,2021-01-01,2050-12-31,"1st, 01/01/2021 - 31/12/2050",NA,153985,REDD,APD,0,138,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Aster Global Environmental Solutions Inc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,VERRA,Multiple Proponents,Ribeirinho REDD+ Project,REDD+,0,0,NA,1521662,Agriculture Forestry and Other Land Use,VM0015,PA,Under development,2018-07-01,2048-06-30,"1st, 01/07/2018 - 30/06/2048",NA,199962,REDD,AUD,0,304,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,4K Earth Sciences Private Limited,NA,NA,Under validation and verification,Reduced Emissions from Deforestation and Degradation,4K Earth Sciences Private Limited,CCB Third Edition,NA,20-Nov-2021 to 30-Nov-2021,NA,NA,NA,NA,NA,NA,NA,NA
2709,VERRA,Ecológica Assessoria Ltda.,Juruena River REDD+ Project,REDD+,0,0,NA,100588,Agriculture Forestry and Other Land Use,VM0015,MT,Registration and verification approval requested,2020-11-12,2050-11-11,"1st, 12/11/2020 - 11/11/2050",NA,45675,REDD,AUD,0,68,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2726,VERRA,Ambipar Group,Regenerating Soil Life with waste management,"Forestry, non REDD+",0,0,NA,40267,Agriculture Forestry and Other Land Use//Waste handling and disposal,AMS-III.F.//VM0021,SC,Under validation,2020-10-01,2040-09-30,"1st, 01/10/2020 - 30/09/2040",NA,43,ALM,NA,0,176,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2790,VERRA,Suzano SA,The ARR Cerrado Carbon Project,"Forestry, non REDD+",0,0,NA,6840106,Agriculture Forestry and Other Land Use,AR-ACM0003,MS,Registration requested,2019-07-19,2119-07-18,"1st, 19/07/2019 - 18/07/2119",NA,37032,ARR,NA,0,101,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2870,VERRA,Multiple Proponents,Gairova REDD+ Project,REDD+,0,0,NA,155107,Agriculture Forestry and Other Land Use,VM0015,MT,Registration requested,2021-07-30,2051-07-29,"1st, 30/07/2021 - 29/07/2051",NA,22306,REDD,AUD,0,56,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
