id_registry;registry;project developer;project name;project type;saleable credits registered;credits retired (all time);total buffer pool credits;estimated annual emission reductions;project description;protocol/methodology version;state;project status;document size (pages);gold standard ggc;vcs;ccb-silver;ccb-gold;ccb-biodiversity gold;ccb-community gold;ccb-climate gold;ccb-no distinction;ccb;ccb_development;fsc certification;fsc_development;social carbon;cdm;corsia;sdg;michael_greene_association;area in hectares (ha);afolu;redd type;public_or_indigenous_land;vcs project validator;project_start_crediting;project_end_crediting;crediting period term;certification date;legal issues;legal issues - more information;ccb project status;ccb project type;ccb project validator;ccb standard edition;proponent information;auditor site visit to and from date;number of verification (ccb);first verification;second verification;third verification;fourth verification;fifth verification;sixth  verification;seventh verification
3451;VERRA;Future Carbon Consultoria e Projetos Florestais LTDA;Harpia Grouped REDD+ Project;REDD+;0;0;NA;51753;Agriculture Forestry and Other Land Use;VM0015;MT;Under development;62;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;18700;REDD;AUD;0;NA;12/09/2019;12/08/2029;1st, 09/12/2019 - 08/12/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3590;VERRA;Multiple Proponents;Jutaituba REDD+ Project;REDD+;0;0;NA;263356;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;242;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;129417;REDD;AUD;0;Earthood Services Private Limited;01/14/2021;01/13/2031;1st, 14/01/2021 - 13/01/2031;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;Earthood Services Private Limited;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3601;VERRA;Multiple Proponents;CAAPII REDD+ PROJECT;REDD+;0;0;NA;470940;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;358;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;33767;REDD;AUD;0;RINA S.p.A (RINA);07/25/2019;07/24/2049;1st, 25/07/2019 - 24/07/2049;NA;NA;NA;Under validation and verification;Reduced Emissions from Deforestation and Degradation;RINA S.p.A (RINA);CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3617;VERRA;ORIZON Valorização de Resíduos S.A.;ECOPARQUE SERGIPE LANDFILL GAS PROJECT;Waste Handling and Disposal;0;0;NA;389909;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;SE;Under validation;177;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);02/01/2023;01/31/2030;1st, 01/02/2023 - 31/01/2030;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3631;VERRA;IACO AMBIENTAL LTDA;IACO REDD+ Project;REDD+;0;0;NA;773489;Agriculture Forestry and Other Land Use;VM0007;AC;Under validation;148;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;136364;REDD;AUD/APD;0;RINA S.p.A (RINA);12/16/2021;12/15/2051;1st, 16/12/2021 - 15/12/2051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3666;VERRA;Future Carbon Consultoria e Projetos Florestais LTDA;Xingu-Araguaia Grouped REDD+ Project;REDD+;0;0;NA;47380;Agriculture Forestry and Other Land Use;VM0015;MT;Under validation;185;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;9008;REDD;AUD;0;NA;12/14/2020;12/13/2050;1st, 14/12/2020 - 13/12/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3670;VERRA;UniCarbo Energia e Biogás Ltda.;MEIOESTE UNICARBO LANDFILL GAS TO ENERGY PROJECT;Waste Handling and Disposal;0;0;NA;207596;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;RS;Registration requested;160;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);03/21/2021;03/20/2028;1st, 21/03/2021 - 20/03/2028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3727;VERRA;Multiple Proponents;Corridors for Life ARR Grouped Project;Forestry, non REDD+;0;0;NA;584276;Agriculture Forestry and Other Land Use;AR-ACM0003;SP;Registration requested;172;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;75000;ARR;NA;0;Earthood Services Private Limited;12/06/2021;12/05/2071;1st, 06/12/2021 - 05/12/2071;NA;NA;NA;Under validation;Afforestation, Reforestation and Revegetation;Earthood Services Private Limited;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3738;VERRA;Systemica Inteligência em Sustentabilidade S.A.;Triunfo do Xingu Grouped REDD+ Project;REDD+;0;0;NA;110887;Agriculture Forestry and Other Land Use;VM0015;PA;Registration requested;198;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;10636;REDD;AUD;0;Earthood Services Private Limited;08/31/2022;08/30/2052;1st, 31/08/2022 - 30/08/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3743;VERRA;Re.Green Participações S.A.;RE.GREEN ATLANTIC FOREST REFORESTATION/RESTORATION PROJECT;Forestry, non REDD+;0;0;NA;476740;Agriculture Forestry and Other Land Use;AR-ACM0003;RS/SC/PR/SP/GO/MS/RJ/MG/ES/BA/AL/SE/PB/PE/RN/CE/PI;Registration requested;156;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;88400;ARR;NA;0;AENOR International S.A.U.;10/04/2022;10/03/2122;1st, 04/10/2022 - 03/10/2122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3746;VERRA;NaturAll Carbon Limited;NaturAll Carbon Program – Conservation Agriculture and Land Management in Brazil;Forestry, non REDD+;0;0;NA;78085;Agriculture Forestry and Other Land Use;VM0042;RS/SC/PR/SP/GO/MS/MT/RJ/MG/ES/BA/AL/SE/PB/PE/RN/CE/PI/DF/MA/TO/PA/RO;Under validation;110;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;ALM;NA;0;Earthood Services Private Limited;11/01/2019;01/31/2039;1st, 01/11/2019 - 31/10/2039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3772;VERRA;Re.Green Participações S.A.;RE.GREEN AMAZON FOREST REFORESTATION/RESTORATION PROJECT;Forestry, non REDD+;0;0;NA;978010;Agriculture Forestry and Other Land Use;AR-ACM0003;AC/AP/AM/RO/RR/TO/MT/MA;Under validation;176;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;181500;ARR;NA;0;AENOR International S.A.U.;10/15/2022;10/14/2122;1st, 15/10/2022 - 14/10/2122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3798;VERRA;Multiple Proponents;iFood Pedal;Transportation;0;0;NA;17408;Transport;AMS-III.BM;SP/BA/RJ/PE;Under validation;49;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;KBS Certification Services Limited;02/01/2021;01/31/2031;1st, 01/02/2021 - 31/01/2031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3816;VERRA;Multiple Proponents;Samaúma REDD+ Project;REDD+;0;0;NA;425835;Agriculture Forestry and Other Land Use;VM0007;AM;Under validation;271;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;71822;REDD;AUD/APD;0;EcoLance Private Limited;12/20/2020;12/19/2050;1st, 20/12/2020 - 19/12/2050;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;NA;CCB Third Edition;NA;NA;1;EcoLance Private Limited;NA;NA;NA;NA;NA;NA
3875;VERRA;Eldorado Brasil Celulose S.A.;FUTURE GREEN CARBON PROJECT;Forestry, non REDD+;0;0;NA;135581;Agriculture Forestry and Other Land Use;AR-ACM0003;MS;Under validation;141;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;32226;ARR;NA;0;AENOR International S.A.U.;01/04/2021;01/03/2052;1st, 04/01/2021 - 03/01/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3877;VERRA;Lacan Investimentos e Participações Ltda;Reforestation of land for multiple uses;Forestry, non REDD+;0;0;NA;480000;Agriculture Forestry and Other Land Use;AR-ACM0003;MT;Under validation;168;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;4324;ARR;NA;0;NA;01/15/2020;01/14/2120;1st, 15/01/2020 - 14/01/2120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3894;VERRA;Solvi Participações S.A.;SANTA MARIA LANDFILL GAS PROJECT;Waste Handling and Disposal;0;0;NA;101103;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;RS;Under validation;146;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);10/20/2022;10/19/2029;1st, 20/10/2022 - 19/10/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3895;VERRA;Solvi Participações S.A.;ITVR SAO LEOPOLDO LANDFILL GAS PROJECT;Waste Handling and Disposal;0;0;NA;149307;Waste handling and disposal;ACM0001;RS;Under validation;139;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);07/01/2020;06/30/2027;1st, 01/07/2020 - 30/06/2027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3916;VERRA;Solvi Participações S.A.;GIRUÁ LANDFILL GAS PROJECT;Waste Handling and Disposal;0;0;NA;60343;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;RS;Under validation;138;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);09/26/2022;09/25/2029;1st, 26/09/2022 - 25/09/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4016;VERRA;Systemica Inteligência em Sustentabilidade S.A.;Amazon Biome Conservancy Grouped REDD+ Project;REDD+;0;0;NA;97926;Agriculture Forestry and Other Land Use;VM0007;AM;Registration requested;189;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;5140;REDD;APD;0;Earthood Services Private Limited;11/19/2022;11/18/2052;1st, 19/11/2022 - 18/11/2052;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;Earthood Services Private Limited;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4027;VERRA;Solvi Participações S.A.;GUAMÁ LANDFILL GAS PROJECT;Waste Handling and Disposal;0;0;NA;325832;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;PA;Under validation;146;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);03/01/2022;02/28/2029;1st, 01/03/2022 - 28/02/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4034;VERRA;Multiple Proponents;Agropalma REDD+ Project;REDD+;0;0;NA;671744;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;275;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;50519;REDD;AUD;0;EPIC Sustainability Services Private Limited;08/04/2021;08/03/2051;1st, 04/08/2021 - 03/08/2051;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;EPIC Sustainability Services Private Limited;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4042;VERRA;BRCARBON SERVIÇOS AMBIENTAIS LTDA;Cauaxi REDD+ Grouped Project;REDD+;0;0;NA;529289;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;205;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;57204;REDD;AUD;0;RINA S.p.A (RINA);05/02/2022;05/01/2122;1st, 02/05/2022 - 01/05/2122;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;RINA S.p.A (RINA);CCB Third Edition;NA;27-Mar-2023 to 31-Mar-2023;NA;NA;NA;NA;NA;NA;NA;NA
4068;VERRA;Future Carbon Holding S.A.;Amazon Bluecarbon Grouped REDD Project;REDD+;0;0;NA;3364;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;145;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;3242;REDD;AUD;0;VCS Validation/Verification Body;09/08/2022;09/07/2052;1st, 08/09/2022 - 07/09/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4069;VERRA;Future Carbon Holding S.A.;Mamuriá Grouped REDD Project;REDD+;0;0;NA;297630;Agriculture Forestry and Other Land Use;VM0007//VM0015;AC;Under validation;285;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;64564;REDD;AUD/APD;0;VCS Validation/Verification Body;10/07/2020;10/06/2050;1st, 07/10/2020 - 06/10/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4072;VERRA;CARBON CREDITS CONSULTING S.R.L.;Fazenda Boa Vista afforestation project;Forestry, non REDD+;0;0;NA;21424;Agriculture Forestry and Other Land Use;AR-ACM0003;MG;Under validation;99;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;293;ARR;NA;0;EcoLance Private Limited;01/23/2020;01/22/2040;1st, 23/01/2020 - 22/01/2040;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4082;VERRA;Future Carbon Holding S.A.;Canindé Grouped REDD+ Project;REDD+;0;0;NA;56149;Agriculture Forestry and Other Land Use;VM0007//VM0015;MT;Under validation;255;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;5301;REDD;AUD/APD;0;RINA S.p.A (RINA);10/10/2022;10/09/2052;1st, 10/10/2022 - 09/10/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4084;VERRA;Future Carbon Holding S.A.;Arataú REDD Project;REDD+;0;0;NA;217988;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;184;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;25418;REDD;AUD;0;VCS Validation/Verification Body;06/23/2022;06/22/2052;1st, 23/06/2022 - 22/06/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4089;VERRA;Future Carbon Holding S.A.;Uirapuru Grouped REDD Project;REDD+;0;0;NA;17021;Agriculture Forestry and Other Land Use;VM0007//VM0015;AC;Under validation;275;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;3290;REDD;AUD/APD;0;VCS Validation/Verification Body;10/13/2020;10/12/2050;1st, 13/10/2020 - 12/10/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4094;VERRA;Future Carbon Holding S.A.;Curuá Grouped REDD+ Project;REDD+;0;0;NA;105789;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;184;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;9550;REDD;AUD;0;VCS Validation/Verification Body;06/08/2020;06/07/2050;1st, 08/06/2020 - 07/06/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4095;VERRA;Future Carbon Holding S.A.;Rio Manito Grouped REDD Project;REDD+;0;0;NA;102785;Agriculture Forestry and Other Land Use;VM0015;MT;Under validation;186;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;13616;REDD;AUD;0;VCS Validation/Verification Body;12/01/2022;11/30/2052;1st, 01/12/2022 - 30/11/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4117;VERRA;ECCON Soluções Ambientais;REDD Carbonflor;REDD+;0;0;NA;100421;Agriculture Forestry and Other Land Use;VM0007;GO/AC/MS;Under validation;325;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;9590;REDD;AUD/APD;0;EcoLance Private Limited;10/06/2021;10/05/2051;1st, 06/10/2021 - 05/10/2051;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;VCS Validation/Verification Body;CCB Third Edition;NA;03-Aug-2022 to 04-Aug-2022;1;VCS Validation/Verification Body;NA;NA;NA;NA;NA;NA
4131;VERRA;Future Carbon Holding S.A.;Future Carbon Methane Capture Grouped Project;Waste Handling and Disposal;0;0;NA;13298;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;AMS-I.D.//AMS-III.D.;PR;Under validation;59;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;03/01/2023;02/28/2030;1st, 01/03/2023 - 28/02/2030;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4138;VERRA;RECICLE CATARINENSE DE RESÍDUOS LTDA.;BRUSQUE LANDFILL GAS PROJECT;Waste Handling and Disposal;0;0;NA;154105;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;SC;Registration requested;143;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);07/11/2022;07/10/2029;1st, 11/07/2022 - 10/07/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4141;VERRA;Future Carbon Holding S.A.;Itamarati Grouped REDD Project;REDD+;0;0;NA;42151;Agriculture Forestry and Other Land Use;VM0015;MT;Under validation;167;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;22753;REDD;AUD;0;VCS Validation/Verification Body;04/25/2022;04/24/2052;1st, 25/04/2022 - 24/04/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4142;VERRA;Future Carbon Holding S.A.;Serenity Valley REDD Project;REDD+;0;0;NA;251636;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;179;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;52645;REDD;AUD;0;VCS Validation/Verification Body;05/25/2020;05/24/2050;1st, 25/05/2020 - 24/05/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4143;VERRA;Future Carbon Holding S.A.;Urupianga Grouped REDD Project;REDD+;0;0;NA;76993;Agriculture Forestry and Other Land Use;VM0015;MT/PA;Under validation;177;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;13351;REDD;AUD;0;VCS Validation/Verification Body;02/01/2021;01/31/2051;1st, 01/02/2021 - 31/01/2051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4165;VERRA;Multiple Proponents;Seringueira REDD+ Project;REDD+;0;0;NA;1054735;Agriculture Forestry and Other Land Use;VM0007;AM;Under validation;253;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;2774;REDD;APD;0;Ruby Canyon Engineering, Inc;07/17/2020;07/16/2030;1st, 17/07/2020 - 16/07/2030;NA;NA;NA;Under validation;Afforestation, Reforestation and Revegetation;Ruby Canyon Engineering, Inc;CCB Third Edition;NA;NA;1;Ruby Canyon Engineering;NA;NA;NA;NA;NA;NA
4209;VERRA;GNR FORTALEZA VALORIZAÇÃO DE BIOGÁS LTDA;Oeste de Caucaia Landfill Project Activity;Waste Handling and Disposal;0;0;NA;583545;Waste handling and disposal;ACM0001;CE;Under validation;85;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;116;NA;NA;0;Earthood Services Private Limited;01/01/2021;12/31/2027;1st, 01/01/2021 - 31/12/2027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4221;VERRA;Multiple Proponents;Seringueira II REDD+ Project;REDD+;0;0;NA;79730;Agriculture Forestry and Other Land Use;VM0007;AM;Under validation;253;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;16483;REDD;AUD;0;Ruby Canyon Engineering, Inc;07/17/2020;07/16/2050;1st, 17/07/2020 - 16/07/2050;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;Ruby Canyon Engineering, Inc;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4237;VERRA;Future Carbon Holding S.A.;Public Lighting in Brazil Grouped Project;Energy Production or Conservation;0;0;NA;47404;Energy demand;AMS-II.L.;BA/SE;Under validation;39;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;08/26/2021;08/25/2028;1st, 26/08/2021 - 25/08/2028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4263;VERRA;Future Carbon Holding S.A.;Sepoti REDD Project;REDD+;0;0;NA;26069;Agriculture Forestry and Other Land Use;VM0015;AM;Under validation;174;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;26062;REDD;AUD;0;EcoLance Private Limited;10/22/2022;10/21/2052;1st, 22/10/2022 - 21/10/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4265;VERRA;Amazônia Agroflorestal Comercialização de Produtos Agroflorestais Ltda;REDD+ Café Apuí Agroflorestal;REDD+;0;0;NA;57969;Agriculture Forestry and Other Land Use;VM0015;AM;Under validation;221;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;36708;REDD;AUD;0;Earthood Services Private Limited;03/01/2022;02/29/2052;1st, 01/03/2022 - 29/02/2052;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;Earthood Services Private Limited;CCB Third Edition;NA;NA;1;Earthood Services Private Limited;NA;NA;NA;NA;NA;NA
4288;VERRA;Brascarbon Consultoria Projetos e Representação S/A;Brascarbon Methane Recovery Project BCA-BRA-18;Waste Handling and Disposal;0;0;NA;57885;Waste handling and disposal;AMS-III.D.;MS;Registration and verification approval requested;136;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Colombian Institute for Technical Standards and Certification (ICONTEC);01/02/2022;01/01/2029;1st, 02/01/2022 - 01/01/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4289;VERRA;Brascarbon Consultoria Projetos e Representação S/A;Brascarbon Methane Recovery Project BCA-BRA-19;Waste Handling and Disposal;0;0;NA;57930;Waste handling and disposal;AMS-III.D.;MS;Registration and verification approval requested;140;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Colombian Institute for Technical Standards and Certification (ICONTEC);01/02/2022;01/01/2029;1st, 02/01/2022 - 01/01/2029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4391;VERRA;Amazon Partners 1, LLC;Amazon Partners 1;REDD+;0;0;NA;345167;Agriculture Forestry and Other Land Use;VM0015;AC;Under validation;528;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;58488;REDD;AUD;0;Aster Global Environmental Solutions Inc.;12/01/2022;11/30/2052;1st, 01/12/2022 - 30/11/2052;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;Aster Global Environmental Solutions Inc.;CCB First Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4394;VERRA;Multiple Proponents;Jatobá REDD+ Project;REDD+;0;0;NA;181360;Agriculture Forestry and Other Land Use;VM0007;AM;Under validation;250;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;18017;REDD;APD;0;SCS Global Services;04/26/2020;04/25/2050;1st, 26/04/2020 - 25/04/2050;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;SCS Global Services;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4430;VERRA;Multiple Proponents;Reflorestamento de Impacto no Brasil Project;Forestry, non REDD+;0;0;NA;215;Agriculture Forestry and Other Land Use;AR-ACM0003;MS;Under validation;91;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;44;ARR;NA;0;AENOR International S.A.U.;01/01/2023;12/31/2062;1st, 01/01/2023 - 31/12/2062;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4448;VERRA;Future Carbon Holding S.A.;Raízes do Bem Grouped ARR Project;Forestry, non REDD+;0;0;NA;522;Agriculture Forestry and Other Land Use;AR-AMS0007;MT/MS;Under development;44;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;135;ARR;NA;0;NA;10/15/2020;10/14/2080;1st, 15/10/2020 - 14/10/2080;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4461;VERRA;Multiple Proponents;REDD+ Tauari Forest Conservation Project;REDD+;0;0;NA;3933759;Agriculture Forestry and Other Land Use;VM0007;AC;Under validation;155;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;126157;REDD;APD;0;RINA S.p.A (RINA);08/26/2022;08/25/2052;1st, 26/08/2022 - 25/08/2052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4476;VERRA;The Green Branch;Grouped Project Sul da Bahia;Forestry, non REDD+;0;0;NA;174095;Agriculture Forestry and Other Land Use;Methodology Under Development;BA;Under development;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;10000;ARR;NA;0;NA;03/01/2024;02/28/2054;CREDITING PERIOD HAS YET TO START, 01/03/2024 - 28/02/2054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4485;VERRA;BR ARBO GESTAO FLORESTAL S.A.;Mejuruá Project;REDD+;0;0;NA;2736173;Agriculture Forestry and Other Land Use;VM0007;AM;Under validation;181;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;674361;REDD;AUD;0;EPIC Sustainability Services Private Limited;07/26/2021;07/25/2031;1st, 26/07/2021 - 25/07/2031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4497;VERRA;Amazon Partners 20, LLC;Amazon Partners 20;REDD+;0;0;NA;362170;Agriculture Forestry and Other Land Use;VM0015;AC;Under validation;368;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;76550;REDD;AUD;1;Aster Global Environmental Solutions Inc.;03/21/2023;03/20/2053;1st, 21/03/2023 - 20/03/2053;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;Aster Global Environmental Solutions Inc.;CCB First Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
