id_registry,year,Forest Formation,Floodable Forest (beta),Wetland,Grassland,Pasture,"River, Lake and Ocean",Other Temporary Crops,Savanna Formation,Mining,Rocky Outcrop,Forest Plantation,Mosaic of Uses,Other non Vegetated Areas,Sugar cane,Urban Area,Soybean,Palm Oil (beta),Not_Observed,Mangrove
1094,2012,670574.3478376085,381579.14752297447,29.903288737725234,8,156,1048.6375814833327,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2013,670676.2058559854,381772.2947489855,55.45957626029849,8,34,850.0760495727409,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2014,670662.7407020603,381823.45554270403,12.482198186218739,11.911662712693214,46,839.4461251407447,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2015,670624.1773911866,381792.2719697084,10.262166478205472,12.911662712693214,70.00000002037268,886.4130406977665,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2016,670636.9405090715,381834.44061934325,32.68662649765611,8,60.138532152283005,823.829943739318,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2017,670595.1910622079,381884.9477724203,20.62772829644382,7,118.50157276680693,769.7680951124676,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2018,670592.3803850651,381878.8727291505,64.03910727985203,5,118.50157276680693,737.2424365416955,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2019,670538.7548409897,381861.05074677704,32.37341174669564,7.454019412398338,198.0737411081791,758.3294707699306,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2020,670454.1242376687,381847.14376929484,33.34465393424034,8.454019412398338,380.0737411081791,672.8958093856736,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2021,670450.1024821897,381838.9069770823,150.549008347607,6,389.0737411081791,561.4040220762399,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2022,670293.1359044185,381673.11050787277,56.36885572132451,5,523.7608307079645,844.6601320833142,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2000,1610693.6621162347,782.4813905645518,34.47140758551541,126.92627829068806,2118.9788969683195,493.1826227882192,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2001,1610590.5676372629,789.307955615996,50.411337122757686,149.8268367817509,2226.8906464681695,442.69829918029416,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2002,1610321.386406943,790.3766142689805,57.40451639913954,147.5097965178138,2487.5239916592163,445.50138664387475,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2003,1610282.5413650114,791.4804788471324,60.22143367328681,151.21222521635354,2503.8440253360313,460.40318434786957,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2004,1610204.0358554386,798.3691320836829,101.65540739215794,143.4275674141827,2604.4578023331705,397.7569477702817,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2005,1609916.8034293335,803.5116353325598,85.18998092981201,141.42027887320728,2905.563663294326,397.2137246686651,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2006,1609764.5734703843,799.4116967271134,90.0897803084008,140.25490725869895,3037.982678927734,417.39017882588445,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2007,1609496.8787962475,795.5181922192737,113.82926480889,134.7927868430561,3283.0194998709394,425.66417244245883,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2008,1608961.522881214,780.1939410820655,87.93715229709778,126.33666529288166,3795.4661040093542,498.2459685364919,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2009,1608170.0195968195,785.3330755636148,140.80124858555064,111.65826363061205,4567.585203366232,474.30532446656423,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2010,1606989.8844485627,789.0509244016016,190.173046044285,98.63483057418489,5711.253267733782,470.70619511532993,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2011,1606458.234937886,787.9096228451112,200.18944607393496,101.0668625390681,6205.5858523416755,496.715990746321,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2012,1605766.603024855,790.4097379412146,285.4417189348318,86.76058496852056,6873.893691451587,446.59395428089476,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2013,1604485.9040379648,788.1681095094996,239.94431097710185,83.52985448454274,8183.417589291608,468.73881020451836,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2014,1603279.097683475,783.0777843561905,181.5756431177506,117.74894512345782,9360.227846800422,527.9748095592545,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2015,1602534.7437665975,783.4115516442056,212.08615251144545,115.32589853898389,10051.512968021088,552.6223751188255,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2016,1602316.037205788,766.6357632348539,260.2199437783969,132.3147697969689,10324.556618129158,449.93841170462764,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2017,1602759.8774966847,767.5332419776119,153.94702229984284,136.63048147590598,9851.320031195784,580.3944387983821,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2018,1603399.1320315984,780.7748175018228,231.20519763716618,226.12842549514608,9118.642994314563,493.8192458850641,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2019,1603389.2652466753,779.5094756514759,156.50131877966885,250.94753739392036,9079.030669779982,594.4484641515953,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2020,1602888.2695112848,795.5310906187392,225.8251476053232,232.4281249171181,9586.196318996124,521.4525190099008,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2021,1601442.9600967525,805.5455804958351,247.8311382923315,239.10432127202512,10986.788811955706,527.4727636636923,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2022,1600273.02816689,810.8371996150404,122.60465499397833,260.9209695192112,12122.003062272193,660.3086591417374,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2000,249645.05290083415,0.008754755141552587,0,0,66.89097891853959,2.535146504174918,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2001,249626.7279657564,0.008754755141552587,0,0,85.21591399624482,2.535146504174918,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2002,249634.88682245085,0.008754755141552587,0,0,77.09083177530444,2.501372030674247,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2003,249657.34502803223,0.008754755141552587,1.827246544416994,0,54.632626193963056,0.6741254862572532,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2004,249675.15600645178,0.008754755141552587,0,0,38.64992405162299,0.673095753416419,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2005,249655.6626228772,0.008754755141552587,0,0,58.14330762621295,0.673095753416419,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2006,249613.8236753102,0.008754755141552587,2.500342297833413,0,98.15500864877211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2007,249597.7707516156,0.008754755141552587,2.500342297833413,0,114.2079323433797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2008,249604.96373567474,0.008754755141552587,1.862050750758499,0,106.98014407790278,0.673095753416419,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2009,249611.96083805594,0.008754755141552587,1.862050750758499,0,99.98304169666734,0.673095753416419,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2010,249614.83777103314,0.008754755141552587,1.862050750758499,0,97.10610871950469,0.673095753416419,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2011,249621.2136776549,0.008754755141552587,2.529251971747726,0,90.73020209778603,0.00589453242719173,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2012,249613.94599378624,0.008754752442686123,3.4061695034615695,0,97.12686296983142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2013,249613.62564614907,0.008754752442686123,3.4061695034615695,0,97.44721060700007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2014,249603.69108126327,0.008754752442686123,3.4061695034615695,0,107.38177549279723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2015,249562.8167618484,0.008754752437378973,3.4061695034615695,0,148.25609490766783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2016,249519.465422432,0.008754752437378973,3.4061695034615695,0,191.60743432411195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2017,249521.93520662963,0.008754752437378973,3.4061695034615695,0,189.13765012643645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2018,249531.63321315186,0.008754755136245436,2.535146504174918,0,180.31066660080845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2019,249537.02258013198,0.008754755136250843,2.535146504174918,0,174.92129962068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2020,249547.56541670032,0.008754755136250843,1.683569660410285,0,165.23003989610905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2021,249532.10275878178,0.008754755136250843,1.683569660410285,0,180.69269781464848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2022,249518.29111431362,0.7059412123991463,0,0,195.49072548596718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,2000,722539.8745273311,753.0440613447354,145.08823917013797,7.493720501661301,1763.1398510639478,394.03413691872356,0,0,147.23756495304406,0,642.4519632244096,0,0,0,0,0,0,0,0
1115,2001,723132.866551944,770.2629040632528,215.50804243864695,1.0452890396118164,1027.615183779962,378.2313640838265,0,0,172.53873430006206,0,694.2959948582189,0,0,0,0,0,0,0,0
1115,2002,723244.1690300134,780.9260798284449,126.75969864869694,0.06793487071990967,970.2190878229434,380.4882851705197,0,0,179.04101678542793,0,710.6929313675114,0,0,0,0,0,0,0,0
1115,2003,722955.1182313026,784.3586982080378,90.66239910036529,10.141910147387534,1200.385403363731,437.84159840794837,0,0,201.67083871550858,0,712.1849852620703,0,0,0,0,0,0,0,0
1115,2004,722904.4596004194,785.343251625578,83.17162388853467,26.743173001566902,1205.9925914433536,464.0767578199748,0.7870906591415405,0,196.87982639181428,0,724.9101492582901,0,0,0,0,0,0,0,0
1115,2005,722891.6917220053,800.9752337341561,82.67309960361308,18.123564045177773,1152.8520188469831,507.47075633856093,0,0,178.83473376440816,0,759.7429361695154,0,0,0,0,0,0,0,0
1115,2006,722814.976591887,825.267041780673,82.55790056823025,8.917550659738481,1227.6377573396442,473.0555855353605,3.5037865042686462,0,178.25000599981286,0,778.1978442329178,0,0,0,0,0,0,0,0
1115,2007,722671.4072328197,820.6988764756024,91.40858907740767,3.3870723536238074,1374.6180113029097,441.99055828724613,0,0,208.95084075140767,0,779.90288343981,0,0,0,0,0,0,0,0
1115,2008,722527.2627762067,783.6536379974932,121.93842958495225,0.06793487071990967,1436.3536539889026,479.4916097467076,6.869713818188757,0,202.71469305758364,0,834.0116152363712,0,0,0,0,0,0,0,0
1115,2009,722086.2279238319,801.8947759155781,119.51209342455695,1.2195914671756327,1967.9725779122525,325.40267964813484,6.869713818188757,0,235.1718006574083,0,848.0929078325512,0,0,0,0,0,0,0,0
1115,2010,721111.5173333616,814.7841855377555,111.12838924675452,0.15989262657240033,2943.1109606975224,256.91041986609434,0,0,286.2160170681309,0,868.5368661033513,0,0,0,0,0,0,0,0
1115,2011,720502.0205366499,795.2735667262823,123.04475128440389,3.0739748775959015,3548.639431107673,236.65191945631614,3.009160195942968,0,309.5072957642842,0,871.1434284453803,0,0,0,0,0,0,0,0
1115,2012,720069.3768956354,824.1835997511298,143.535325011464,5.954864819534123,3829.4970316744607,238.20447576290553,44.42663837969303,0,339.99889553221874,0,897.1863379409128,0,0,0,0,0,0,0,0
1115,2013,719521.1400601452,828.4860110577793,68.06592746264505,0,4429.943281632982,248.76950945903172,42.68887360394001,0,338.7672014439013,0,914.5031997022975,0,0,0,0,0,0,0,0
1115,2014,718194.0641470248,823.9362404048934,81.66240215766447,1.0147949755191803,5760.854353334224,209.69531918548728,19,0,344.87953080958687,0,957.2572766155004,0,0,0,0,0,0,0,0
1115,2015,716251.4670181571,837.5217213687047,72.9008364742549,5.6408630115911365,7722.920028537761,179.46673657324845,0,0,346.13163524097763,0,976.3152251440565,0,0,0,0,0,0,0,0
1115,2016,712904.0783438141,805.6237947122208,96.7735690795289,0.01408269815146923,11043.262268669007,129.24250764328735,0,0,344.19214896834455,0,1069.1773489229467,0,0,0,0,0,0,0,0
1115,2017,711958.0088347255,773.3284723452307,79.312128947995,0,11803.21424006009,135.9838738001299,0,0,347.6165581399109,0,1294.8999564888452,0,0,0,0,0,0,0,0
1115,2018,713586.0072222581,798.8859333852797,96.47223071008193,0.0452890396118164,10101.186037759753,115.48800736548128,10,0,353.0161899549421,0,1331.2631540344826,0,0,0,0,0,0,0,0
1115,2019,713333.7104218372,781.7579860473543,108.81633112695272,0.0452890396118164,9965.759821085443,117.6994198108905,10,0,354.076703682309,0,1720.4980918778797,0,0,0,0,0,0,0,0
1115,2020,713239.2200615561,661.2470712735576,223.34142513188272,0.0452890396118164,10051.403349514223,134.38188628827902,10,0,349.80107454932295,0,1722.9239071546813,0,0,0,0,0,0,0,0
1115,2021,713344.7901251927,765.4267767454057,122.06959295132401,0.02264410257339477,9930.728252992645,138.96415075099776,11,0,349.80107454932295,0,1729.561447222693,0,0,0,0,0,0,0,0
1115,2022,712863.8294776222,775.217436640618,53.935030238520994,0.02264410257339477,10235.317699502284,376.6792546295337,9,0,349.80107454932295,0,1728.561447222693,0,0,0,0,0,0,0,0
1118,2000,2791213.605730165,75,98,1660.094462858513,17568.986857655495,1430.618824481964,150,3598.4151237905025,0,2885.3555184055585,0,0,0,0,0,0,0,0,0
1118,2001,2790720.8019988174,75,82,1711.094462858513,18243.177432326538,1197.618824481964,135,3633.028280466795,0,2882.3555184055585,0,0,0,0,0,0,0,0,0
1118,2002,2791258.1639704453,76,53,1707.3010776955634,17731.608845861552,1214.618824481964,150,3609.028280466795,0,2880.3555184055585,0,0,0,0,0,0,0,0,0
1118,2003,2790729.455716058,74,56,1635.3010776955634,18012.93025692504,1455.618824481964,223,3609.4151237905025,0,2884.3555184055585,0,0,0,0,0,0,0,0,0
1118,2004,2787501.1891545886,73,52,1635.0944603253156,21137.403435765136,1603.618824481964,209,3591.4151237905025,0,2877.3555184055585,0,0,0,0,0,0,0,0,0
1118,2005,2784522.797304176,76,60,1645.0944603253156,24234.795286177927,1499.618824481964,212,3555.4151237905025,0,2874.3555184055585,0,0,0,0,0,0,0,0,0
1118,2006,2782650.132218155,77,50.688610196113586,1637.0944603253156,26090.77176200214,1525.618824481964,224,3550.4151237905025,0,2874.3555184055585,0,0,0,0,0,0,0,0,0
1118,2007,2778154.2382666455,76,99.68861019611359,1653.0944603253156,30365.835465930744,1682.618824481964,238,3532.2453713715076,0,2878.3555184055585,0,0,0,0,0,0,0,0,0
1118,2008,2773594.6489307806,76,111.68861019611359,1626.0944603253156,34809.424801795736,1798.618824481964,243,3542.2453713715076,0,2878.3555184055585,0,0,0,0,0,0,0,0,0
1118,2009,2770091.699352798,75,95.68861019611359,1636.0944603253156,38470.37437977816,1625.618824481964,242,3565.2453713715076,0,2878.3555184055585,0,0,0,0,0,0,0,0,0
1118,2010,2770074.924885509,75,82,1627.0944603253156,38524.24001255021,1593.618824481964,257,3562.8428160846233,0,2883.3555184055585,0,0,0,0,0,0,0,0,0
1118,2011,2767590.574561176,75,90,1592.301075162366,40703.383722046296,1869.618824481964,300,3576.8428160846233,0,2882.3555184055585,0,0,0,0,0,0,0,0,0
1118,2012,2767093.9040856785,75,59,1585.0944603253156,40976.26081238112,2095.618824481964,310,3605.8428160846233,0,2879.3555184055585,0,0,0,0,0,0,0,0,0
1118,2013,2766216.620371145,76,59,1554.0944603253156,41864.544526914106,2037.618824481964,467,3522.8428160846233,0,2882.3555184055585,0,0,0,0,0,0,0,0,0
1118,2014,2762597.7704373766,75,40,1550.0944603253156,45347.991905396026,2219.618824481964,470,3497.2453713715076,0,2882.3555184055585,0,0,0,0,0,0,0,0,0
1118,2015,2755819.0125934267,72,52,1572.3010776955634,52239.72804996175,2120.2641540765762,365,3558.4151237905025,0,2881.3555184055585,0,0,0,0,0,0,0,0,0
1118,2016,2750334.4517648057,70,55,1592.7887867260724,57656.740544218665,2161.3247794099148,355,3574.4151237905025,0,2880.3555184055585,0,0,0,0,0,0,0,0,0
1118,2017,2742058.9002702134,74,66,1571.7887857425958,65702.34511220298,2285.679449815303,448.99481247365475,3588.0125685036182,0,2884.3555184055585,0,0,0,0,0,0,0,0,0
1118,2018,2737402.039605126,74,61,1548.9168407786638,70013.07772225406,2450.679449815303,656.9948124736547,3584.0125685036182,0,2889.3555184055585,0,0,0,0,0,0,0,0,0
1118,2019,2730515.608018277,73,85.68861019611359,1640.9168382454661,76458.63413110841,2737.8660201467574,688.9948124736547,3599.0125685036182,0,2880.3555184055585,0,0,0,0,0,0,0,0,0
1118,2020,2723491.0908164443,76,82.68861019611359,1599.9168417621404,84335.9959698028,2022.618824481964,635.9948124736547,3559.4151237905025,0,2876.3555184055585,0,0,0,0,0,0,0,0,0
1118,2021,2716008.296216585,73,77,1601.9168417621404,91857.47917985756,2019.618824481964,612.9999919757247,3435.4151237905025,0,2878.3555184055585,0,0,0,0,0,115.99482049793005,0,0,0
1118,2022,2701230.7448699945,60,62,587.6061093080789,105769.86385743362,3088.511349741369,1269.9999919757247,3618,0,2877.3555184055585,0,0,0,0,0,115.99482049793005,0,0,0
1147,2000,202523.48733227904,8253.683250593424,1440.568645823514,62.04825385287404,198.58883442344086,1517.1236063236536,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2001,202614.6179341049,8265.421594591893,1454.6843001020607,49.94535909965634,104.647236536126,1506.1834988613223,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2002,202572.47563352247,8199.888134618604,1460.5053811443504,42.12427805736661,93.55216049060982,1626.9543354625598,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2003,202536.89498099757,8194.774566856666,1497.4543832798954,19.31910878419876,92.31369004912267,1654.7431933285002,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2004,202584.55541165284,8250.42829184088,1491.3831796308514,28.4958878159523,90.7650431310758,1549.8721092243698,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2005,202603.43295576636,8250.760895196663,1474.0489958336111,31.168127357959747,98.53657119628042,1537.5523779450934,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2006,202528.28299016148,8246.459663664538,1477.1174999882933,30.168127357959747,138.6950936417561,1574.7765484819442,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2007,202517.4199604291,8233.73607537889,1499.0990272422787,29.4958878159523,113.58344824123196,1602.1655241885067,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2008,202459.5342064629,8191.82509330589,1502.2435292524751,22.168127357959747,137.895014524227,1681.833952392502,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2009,202319.97568029418,8237.94732405137,1503.9866406281944,22.168127357959747,316.9550122847031,1594.4671386795376,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2010,202262.37162638383,8243.42108878385,1496.7657295723911,28.168127357959747,377.2854454545395,1587.4879057433711,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2011,202360.0158072224,8278.701081309782,1485.1006001641508,30.168127357959747,326.9781724662844,1514.5361347753346,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2012,202490.19815339576,8270.746212933527,1443.6806266976055,67.45566103234887,195.5792929571071,1527.839976279603,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2013,202517.41427601388,8279.527754471254,1459.0136333031114,62.45566103234887,185.91182403100538,1491.1767744443637,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2014,202529.21876033038,8299.266813651275,1473.8788125611372,39.16812735795975,209.47583668513107,1444.4915727100592,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2015,202458.84627729259,8245.872089677872,1474.4880995802705,42.16812735795975,335.825886586108,1438.299442801163,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2016,202310.37704535128,8056.679100403479,1364.5463162544947,154.98403520137072,654.9166977959339,1453.9967282894108,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2017,202399.35579754593,8050.805619329131,1364.180994047998,159.98403520137072,605.2920003338422,1415.88147683768,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2018,202469.0681004746,7860.372878260042,1765.8206423098854,34.16812735795975,423.06354096774885,1443.0066339257214,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2019,202520.63512402168,7854.426083635514,1733.4173551086042,62.16812735795975,333.6003085813718,1491.2529245908413,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2020,202385.91016961925,7855.970497676147,1696.9677711525637,112.67173912376165,482.5594469807111,1461.4202987435315,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2021,202275.27993346122,7842.783421705617,1757.0769938595367,38.16812735795975,586.8549748377409,1495.336472073875,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,2022,202165.9929519673,8060.558539424224,1534.9660027378704,18.168127357959747,623.6282234785613,1592.1860783300576,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,2000,312909.07642244676,0,0,0,11182.953400313552,0,28,0,0,0,51,0,0,0,0,0,0,0,0
1329,2001,313744.2280949162,0,0,0,10324.668708176981,0,51.13301966711879,0,0,0,51,0,0,0,0,0,0,0,0
1329,2002,313925.9990537086,0,0,0,10170.897749384563,0,23.133019667118788,0,0,0,51,0,0,0,0,0,0,0,0
1329,2003,314077.3005978236,0,0,0,10026.596205269616,0,16.133019667118788,0,0,0,51,0,0,0,0,0,0,0,0
1329,2004,314298.20445043163,0,0,0,9813.12121739022,0,8.704154938459396,0,0,0,51,0,0,0,0,0,0,0,0
1329,2005,314465.91542467277,0,0,7.380457669496536,9645.41024314908,0,1.32369726896286,0,0,0,51,0,0,0,0,0,0,0,0
1329,2006,314576.83034517884,0,0,10.065594673156738,9532.810185639373,0,0.3236972689628601,0,0,0,51,0,0,0,0,0,0,0,0
1329,2007,314737.9029858768,0,0,10.118887782096865,9372.007949101459,0,0,0,0,0,51,0,0,0,0,0,0,0,0
1329,2008,314764.3992058151,0,0,11.726786106824877,9250.269563651276,1,92.63426718712435,0,0,0,51,0,0,0,0,0,0,0,0
1329,2009,314721.8611427542,0,0,10.421950370073318,9240.579845952863,0,147.16688368321047,0,0,0,51,0,0,0,0,0,0,0,0
1329,2010,314903.6567526701,0,0,9.901273757219316,9138.002457903825,1,67.46933842916042,0,0,0,51,0,0,0,0,0,0,0,0
1329,2011,314769.7414738177,0,0,9.901273757219316,9338.850584174168,0,1.5364910112693906,0,0,0,51,0,0,0,0,0,0,0,0
1329,2012,315252.5185085536,0,0,7.743658095598221,8856.848392033902,0,2.919264077208936,0,0,0,51,0,0,0,0,0,0,0,0
1329,2013,315370.96899513755,0,0,6.743658095598221,8733.698112250884,1,4.619057276286185,0,0,0,54,0,0,0,0,0,0,0,0
1329,2014,316589.0719846059,0,0,9.653423868119717,7506.683771513384,0,11.620642772875726,0,0,0,54,0,0,0,0,0,0,0,0
1329,2015,317591.26511501626,0,0,0,6515.613403400337,0,10.15130434371531,0,0,0,54,0,0,0,0,0,0,0,0
1329,2016,318873.83459215553,0,0,0,5244.952015002885,0,0.24321560189127925,1,0,0,51,0,0,0,0,0,0,0,0
1329,2017,319983.4780159777,0,0,0,4135.3373171735875,0,0.21448960900306704,1,0,0,51,0,0,0,0,0,0,0,0
1329,2018,320161.9216696611,0,0,0,3956.8936634902057,0,0.21448960900306704,1,0,0,51,0,0,0,0,0,0,0,0
1329,2019,320597.09051866276,0,0,0,3522.939304097541,0,0,0,0,0,51,0,0,0,0,0,0,0,0
1329,2020,320514.7697318299,0,0,0,3605.2600909304383,0,0,0,0,0,51,0,0,0,0,0,0,0,0
1329,2021,320335.1657086536,0,0,41,3738.4216267644006,0,5.44248734228313,0,0,0,51,0,0,0,0,0,0,0,0
1329,2022,311019.4473513141,0,0,28,13058.139984103915,0,5.44248734228313,9,0,0,51,0,0,0,0,0,0,0,0
1382,2000,628537.2818136937,0,0,0,93.67251420639388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2001,628547.108838686,0,0,0,83.84548921412954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2002,628539.8908258914,0,0,0,91.06350200869076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2003,628545.8859728929,0,0,0,85.06835500722684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2004,628552.1065869872,0,0,0,78.84774091293968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2005,628552.7068359058,0,0,0,78.24749199430391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2006,628553.547898618,0,0,0,77.40642928209854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2007,628563.3422542794,0,0,0,67.6120736207231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2008,628561.2812475628,0,0,0,69.67308033720713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2009,628548.7525770252,0,0,0,82.20175087491418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2010,628533.6486207359,0,0,0,97.3057071642666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2011,628515.2832333405,0,0,0,115.67109455961206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2012,628443.3282048429,0,0,0,187.62612305719145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2013,628352.2051274735,0,0,0,278.74920042667844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2014,628267.8178221578,0,0,0,363.13650574238704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2015,628116.3941027243,0,0,0,514.5602251758387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2016,627914.1670783779,0,0,0,716.7872495221286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2017,627593.88649097085,0,0,0,1037.0678369292382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
