id_registry,year,Forest Formation,Floodable Forest (beta),Wetland,Grassland,Pasture,"River, Lake and Ocean",Savanna Formation,Forest Plantation,Urban Area,Mining,Not_Observed,Rocky Outcrop,Other Temporary Crops,Palm Oil (beta),Soybean,Mosaic of Uses,Other non Vegetated Areas,Coffee,Other Perennial Crops,Mangrove,"Beach, Dune and Sand Spot",Hypersaline Tidal Flat,Sugar cane,Cotton (beta)
832,2018,3358660.260790931,0,1124.9166087210178,2959.212085671723,500716.4245689108,20412.73178410231,81,0,0,0,1,0,47286.16125739067,0,19272.649789639516,0,0,0,0,0,0,0,0,0
832,2019,3350754.5165407513,0,1042.192335486412,3383.163553243503,505306.7863552918,20581.198118296255,130,0,0,0,1,0,44299.3168718813,0,25016.18311041663,0,0,0,0,0,0,0,0,0
832,2020,3342137.7744037416,0,1168.0664229486138,3206.09274058952,511816.77085572435,20346.774326042076,114,0,0,0,0,0,39453.89836314157,0,32270.979773179395,0,0,0,0,0,0,0,0,0
832,2021,3307978.9897760954,0,1630.0108600966632,3324.6913964950945,545007.2510296146,19785.463335833316,5,0,0,0,0,0,26711.699585216465,0,46071.250902015425,0,0,0,0,0,0,0,0,0
832,2022,3304083.634581903,0,1044.258766889572,2867.2518517223652,550717.0856068769,17235.365235542216,9,0,0,0,0,0,18641.65832332544,0,55916.10251910769,0,0,0,0,0,0,0,0,0
875,2000,1782130.9866946605,22,392,1998.7178569734097,40943.36343916052,17457.4787969226,4.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2001,1769347.1298145787,22,369,1962.7178569734097,53755.664333135945,17488.034783028997,4.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2002,1722749.9991607084,21,352,2044.7178569734097,100309.86664919376,17466.96312084142,4.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2003,1670541.1204545568,20,396.9719097614288,2020.7459472119808,152469.95223668969,17495.756239497103,4.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2004,1587873.8029745377,20,343,2077.7178569734097,235365.34501692548,17264.680939280428,4.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2005,1522793.7404779226,19,418.9719097614288,2107.629145115614,300373.8373198922,17217.367935025133,4.085503802169114,0,0,0,0,150,14,0,0,0,0,0,0,0,0,0,0,0
875,2006,1452989.8786168231,18,377.9719097614288,2067.629145115614,370013.483591528,17463.583524488844,4.085503802169114,0,0,0,0,150,14,0,0,0,0,0,0,0,0,0,0,0
875,2007,1396612.6697539708,19,368,2090.7178569734097,426380.2626480286,17473.89652874414,4.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2008,1374318.289878626,19,446.9719097614288,2164.5127649903297,448760.70080458623,17235.071429752745,4.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2009,1370786.3417636703,19,422,2096.09714448452,452323.0364498094,17297.071429752745,5.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2010,1364495.8658033626,19,401,2067.6010548770428,458510.07823531126,17449.0016941661,6.085503802169114,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
875,2011,1350432.759815654,20,423.9719097614288,2113.629145115614,472637.14757629606,17308.03834088985,5.085503802169114,0,0,0,0,150,8,0,0,0,0,0,0,0,0,0,0,0
875,2012,1336188.5866705675,20,425,2105.1053872406483,486830.01242345053,17367.84230645839,4.085503802169114,0,0,0,0,150,8,0,0,0,0,0,0,0,0,0,0,0
875,2013,1317417.0701257589,19,454.9719097614288,2105.745947211981,505693.0880976165,17252.670707368292,4.085503802169114,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0
875,2014,1295955.0136484886,19,388,2129.629145115614,527151.4728832161,17304.516614698805,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0
875,2015,1278870.1777337445,20,493,2249.3678726553917,544429.6905320036,16885.396153115667,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0
875,2016,1249960.492848678,20,436,2263.4846747517586,573335.4198432127,16919.9330075616,2.30191731499508,0,0,0,0,151,10,0,0,0,0,0,0,0,0,0,0,0
875,2017,1213661.7430526724,20,491,2193.6010548770428,609396.7451496309,17131.241117023863,2.30191731499508,0,0,0,0,151,51,0,0,0,0,0,0,0,0,0,0,0
875,2018,1191909.6424942578,20,427.9719097614288,2167.629145115614,630892.9441471578,17467.359091424383,4.085503802169114,0,0,0,0,151,58,0,0,0,0,0,0,0,0,0,0,0
875,2019,1167323.076825878,20,460,2122.629145115614,655456.967809343,17505.873007380404,4.085503802169114,0,0,0,1,151,54,0,0,0,0,0,0,0,0,0,0,0
875,2020,1146042.5179166947,20,489.9719097614288,2173.629145115614,676809.9193628719,17337.508453273214,4.085503802169114,0,0,0,0,152,69,0,0,0,0,0,0,0,0,0,0,0
875,2021,1120029.3679132184,19,471,2289.4846747517586,702806.0931947057,17245.60100504104,4.085503802169114,0,0,0,0,152,82,0,0,0,0,0,0,0,0,0,0,0
875,2022,1065868.5647063612,16,69,2135.276288807392,756676.0416784843,17259.975059592165,5.085503802169114,0,0,0,0,152,916.6890544719064,0,0,0,0,0,0,0,0,0,0,0
963,2000,1731471.522694026,4488.8117117808,668.4822378456593,33.04884248971939,6326.311058815583,9300.199826585143,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2001,1730275.2243920923,4397.544599406494,515.4891032278538,22,7750.934015507359,9317.184261308998,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2002,1729021.0733190204,4354.460003398432,550.2816075384617,11,8927.80076879113,9415.76067279467,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2003,1727890.4173707743,4360.212465546632,604.4282025438733,61.52060252428055,10117.22200929436,9246.575720859706,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2004,1727195.198930927,4371.305706522966,713.6578422230668,37,10734.853465460868,9217.360426409185,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2005,1726304.751816261,4306.829209409261,791.8056650203653,40,11729.594971895844,9097.39470895636,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2006,1725097.570685502,4276.64806738084,580.0794341010042,53,13038.558971696228,9223.519212863175,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2007,1723844.5734917258,4241.002892102653,923.9761588615364,115.3110093474388,14176.834164575368,8969.6786549303215,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2008,1723242.244412751,4193.360681692924,1068.6517154616304,118.80300235748292,14472.739709317626,9184.576849962352,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2009,1722204.984522408,4220.327233060118,1103.4258297127672,97,15398.484068299584,9256.154718062608,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2010,1720415.5890869342,4211.266031249281,992.744837299455,261.8030023574829,17419.689042853017,8981.284370849608,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2011,1718372.2787419923,4170.381357954131,1100.0311988909525,132.8030023574829,19381.85006418248,9121.032006165711,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2012,1715138.3704297433,4149.618271021172,1258.1098867674154,158.69658821821213,22623.16336584094,8950.41782995197,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2013,1711991.7221736836,4214.070671288297,810.2622086425108,143.8030023574829,25904.01245450604,9212.505861065118,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2014,1707974.7076778691,4200.607209471986,707.2247432489676,150.8030023574829,29953.087524911665,9289.946213683812,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2015,1702753.5920832846,4222.731175146604,547.4570481819101,116.80300235748292,35409.0912272728,9223.70183529961,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2016,1698147.8150115605,4214.851430140043,545.7569819730707,162.8030023574829,40099.78590010553,9101.36404540646,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2017,1690408.9796935911,4173.754892550016,574.8137623709626,212.8030023574829,47842.66066377312,9058.364356900332,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2018,1677594.69698857,4112.848568515852,623.8235922773165,261.8030023574829,60654.29867057293,9023.90554924938,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2019,1661341.6253577168,4068.788620309904,642.3885450680536,282.8030023574829,76910.63646006663,9025.134386024203,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2020,1644260.110575305,4061.875232713297,723.4071337600035,295.8503077737987,93938.06488539156,8997.068236599443,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2021,1617971.6086520143,3965.709894495085,773.5535244327766,277.8503077737987,120114.73111723032,9173.922875596909,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2022,1592464.4147175015,4037.088320808485,768.1804483872838,345.08367532864213,145141.54187940987,9523.067330107398,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2000,4684575.2737331595,106253.1949926318,648.4681857079268,0,11259.44419381244,153629.66045782418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2001,4683975.18747857,107153.077518971,588.3704536612549,1,11772.432992704931,152875.97311922893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2002,4682977.227977435,108111.55696564338,541.9055993556976,3,11991.674123137804,152740.67689756452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2003,4668436.556747968,107725.58553930622,869.6388909593225,2,26968.874514698608,152363.38587020407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2004,4660707.082990077,107158.04451181334,884.4824894666672,3,35358.955518153954,152254.47605362514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2005,4654337.504988221,106891.01615803568,728.3862152695656,1,41552.72558672433,152855.40861488553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2006,4647171.411342523,107043.11766483258,777.8504194915295,3,49393.71674415439,151976.9453921348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2007,4640142.735831719,107033.37661875048,556.2845886051655,0,56745.77400415616,151887.87051990538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2008,4633129.3133274345,107047.13179179758,854.3361328876981,2,63988.970837762936,151344.28947325333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2009,4627640.782096602,106327.75360339384,1202.722821354866,4.533937573432922,69495.98559923685,151694.26350497548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2010,4625743.085148205,106936.41786027652,766.8032183647156,9.89268445968628,71079.90876406516,151829.93388776493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2011,4624352.016694826,107346.14593851648,845.6575322579592,3.403701663017273,72576.60020078794,151242.21749508491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2012,4624413.668999612,107466.01498904488,2002.6000506114217,5.2406264543533325,71658.83500444623,150819.68189296685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2013,4625623.819757098,108022.37454486144,1478.1062428206203,1,70824.53988972808,150416.20112862805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2014,4627829.303239007,109297.50112984092,1834.9973407387731,14,69502.21454233561,147888.02531121386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2015,4628258.3645383455,109944.28222034354,1120.8043783139435,1,69064.74695991365,147976.84346621943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2016,4627614.217953212,110433.3772614304,1436.308620793745,3,70026.75148631344,146852.38624138664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2017,4626649.391777869,110651.79957455596,1839.504146648571,14,71382.28886829899,145829.0571957631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2018,4626145.59499545,110941.3062800506,5370.191668038722,2,72304.38314376643,141602.56547583028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2019,4628175.829137343,111576.77820290666,2769.3574531506747,0,70096.95338715121,143747.12338258413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2020,4625409.759994612,111457.66591837018,4362.50362346968,16.659503161907196,73291.4676588898,141827.9848646326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2021,4623427.986054742,111802.68717457209,4540.846159463696,219.61314839264375,75142.5005709269,141232.40845503937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2022,4619408.052083772,110958.69856327632,1421.6057382849976,0,79014.97501929369,145562.71015850914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2000,2874646.2088532867,257767.51586535783,15767.754836421793,327.11056247353554,5503.297134350985,658955.0972454629,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2001,2874396.43065462,258790.99699215987,15198.947008025232,345.11056247353554,6474.297686973587,657761.2015931017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2002,2874239.541701232,260202.53841336787,14972.128782866388,292.11056247353554,5367.857616284862,657892.807421129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2003,2872894.1627554004,261034.70358446756,14954.790072646323,284.11056247353554,6305.3585587165435,657495.8589636495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2004,2871589.7558757146,261189.22278548207,15059.421629119064,296.29802814126015,8278.11071790251,656556.1754609944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2005,2870399.9974870617,261660.8310343869,14107.229788675304,351.11056247353554,9132.74183128602,657317.0737934702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2006,2868857.506659736,262629.21707817324,14001.14578576419,298.11056247353554,10701.12876475774,656481.8756464489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2007,2867240.644840068,262221.2127774894,14007.375561721954,269.11056247353554,12606.770928770507,656623.8698268303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2008,2865280.0325113595,262220.8408017876,14629.653473023656,387.11056247353554,15519.273769815309,654932.0733788939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2009,2860847.9662898844,258984.48094462304,16272.189273547712,634.109639197588,21482.25205287393,654747.9862972271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2010,2858336.857761473,258321.90745685177,16419.000023562792,571.1105624735355,23667.68156451841,655652.4271284745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2011,2858989.81186954,260100.97325103765,16074.920720517966,383.11056247353554,22894.876503554304,654525.2915902305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2012,2860180.940766394,261688.18853118163,15395.293834708962,341.10963919758797,21326.390225514333,654025.0615003571,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2013,2860190.9218650735,263524.4075465706,14397.034204547406,482.11056247353554,21200.865923283767,653161.6443954051,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2014,2858049.6101060477,264019.09341781156,15531.30200383544,465.01615607738495,24644.57664607383,650258.3861675079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2015,2856499.7937953197,264629.50668120413,14772.06701084632,445.0170793533325,26392.137292714742,650230.4626379154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2016,2854065.529472553,265842.29226223397,14865.0077546801,493.11056247353554,29443.863252337665,648256.1811930754,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2017,2852369.471485505,265450.30377029517,15312.599583264771,534.1105624735355,32153.933665147437,647135.5654306678,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2018,2849836.7905129325,264980.6355403427,17916.158752963278,492.11056247353554,35775.37425745899,643952.9148711829,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2019,2850963.400983906,266437.4277577505,16498.62045190144,401.11056247353554,34013.47987433691,644647.9448669852,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2020,2854301.80304258,267909.61474012403,11672.28503298272,202,29426.089121308447,649457.1925603588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2021,2854837.422356843,269126.20484820177,11818.01364665736,354,28022.350275085955,648810.9933705657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,2022,2844508.82147558,267873.68481889885,8286.052764954671,181,38333.308746390896,653786.1166915293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2000,1964254.5445153576,1096412.0524474664,814,12,144,61714.21677138435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2001,1964366.3956061464,1096658.1672550796,827,14,142,61343.25087298232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2002,1964408.9364447456,1096600.766032791,874,10,109,61348.11125667172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2003,1964558.5580450457,1096905.8824188106,883.1587251424789,0,99,60904.21454520954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2004,1964645.6602230824,1096980.9772785886,862.5831077694893,0,83,60778.593124767416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2005,1964631.680858598,1096918.9611117824,833.8471168279648,30,95,60841.32464699971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2006,1964462.845939861,1096756.1785082214,929.9990484118462,41,154,61006.79023771419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2007,1964329.4197403947,1096671.5707024422,889.1943965554237,39,267,61154.6288948158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2008,1964196.9407915035,1096802.7218426613,946.1838483214378,86,787.0397978270194,60531.92745389475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2009,1964213.1112926165,1096788.540079668,998.2451269030572,95,975.0397978270194,60280.87743719353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2010,1964239.9565823236,1096906.8786427595,976.667881309986,31,731,60465.31062781496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2011,1964452.7294663943,1097212.34949658,917.7251459360124,8,392,60368.00962529762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2012,1964623.4005968133,1097254.580050207,914.7251459360124,7,246,60305.10794125183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2013,1965148.689660565,1097868.775064803,969.0702189803123,27,123,59214.27878985985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2014,1965227.4278264204,1098027.0296527066,882.8490419993177,77,75,59061.507213081815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2015,1965203.2022476357,1097955.1366780917,783.5662060985342,128,118,59162.90860238264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2016,1965357.3703041235,1097826.5441151636,764.763953089714,176,710,58516.135361831286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2017,1965439.4274125856,1097753.442485169,756.7985872626305,168,925,58308.14524919109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2018,1965648.796099403,1097580.6688899691,861.8094347128645,143,1168.6401374936104,57947.89917262958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2019,1965619.945790478,1097703.2720532422,898.8420783877373,102,1257.6401374936104,57769.113674606546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2020,1965489.4896105656,1098178.487339006,960.5446895360948,72,1568.2930109977024,57080.999084102456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2021,1965344.4330314992,1098139.2042956802,1329.2954646954313,52,1763.446530074929,56721.43441225821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2022,1964332.5223548624,1096989.753626964,785.187838613987,154,2205.446530074929,58861.90338369296,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2000,1286316.1736845064,7313.091082929634,2701.6349717639387,2656.4246044363827,22461.34435961528,17893.803932355237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2001,1285098.1408110547,7562.268518506549,3610.332067221403,3303.8842412848026,23895.95067239685,15871.896325142574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2002,1282925.5622921102,7705.50678294804,3517.6905698105693,3690.3298882897943,25757.18953170639,15746.193570741903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2003,1282998.237841743,7799.742568491958,2792.954806238413,3655.0898121204223,25154.70153659309,16941.74607041989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2004,1283824.3101414766,7810.178809224628,4095.699630572712,3702.512672927478,24466.72703291393,15443.044348491556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2005,1282797.851207527,7899.507371737622,3672.432694327086,4255.523890277371,25718.53441368544,14998.623058052252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2006,1281491.4652174604,7999.500920905732,3369.863856844604,4825.129545773292,26772.35564920635,14884.157445416393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2007,1279635.4976720705,7946.577189861797,4009.488574781357,4658.394028119743,28031.64255121493,15060.872619558677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2008,1277839.5515982497,7974.683899997733,3402.8219432913647,5008.159300892163,29146.373796476997,15970.882096699055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2009,1274272.556306249,8097.288951932453,3386.0071155450896,5307.616431904884,32504.48327893346,15774.5205510419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2010,1270552.477122379,8135.521743073128,4204.470003506158,5439.737345797868,35992.73433538196,15017.53208546861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2011,1268618.8776660855,8146.137499286793,4266.688924961625,5629.930585040725,37283.67223085952,15397.165729372337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2012,1265165.1568945807,7981.420326828025,6233.748666433607,4990.301715508031,39984.1713250404,14987.673707216058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2013,1260570.8021643544,7828.753802730702,3983.724107501679,5149.644488300211,45460.024534416225,16349.523538303572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2014,1256972.3568479214,7729.141577734612,3838.531947439537,5178.012325625867,49215.910296918795,16408.519639966555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,2015,1254945.9792918994,7771.534287690185,4358.093382444233,5338.360280498862,50450.89828229774,16477.607110776484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
