id_registry,year,Forest Formation,Floodable Forest (beta),Wetland,Pasture,"River, Lake and Ocean",Grassland,Savanna Formation,Urban Area,Not_Observed,Other Temporary Crops,Mining,Rocky Outcrop,Forest Plantation,Mosaic of Uses,Sugar cane,Other non Vegetated Areas,Soybean,Palm Oil (beta)
1112,2021,8655498.700396152,19930.37896109723,16462.88727058729,158015.72110384022,33698.546010178776,16554.01350510303,12.321155548095703,860.3640541076966,0,0,0,0,0,0,0,0,0,0
1112,2022,8643231.095873076,20916.602852722357,5267.460119796311,175663.83028956657,37861.60049258241,17174.32319233442,12.321155548095703,905.6984809866481,0,0,0,0,0,0,0,0,0,0
1113,2000,3314368.002653438,2483.934868715565,685.6185190137712,33963.60152800979,4826.3327511146,56.27068230509757,0,9.665129743516445,0,0,0,0,0,0,0,0,0,0
1113,2001,3311133.736409994,2540.995525719918,559.9476901953603,37183.22477098285,4911.408911837509,52.447693867143244,0,11.665129743516445,0,0,0,0,0,0,0,0,0,0
1113,2002,3306881.518408292,2499.33962870526,663.0034236160136,41325.32540630026,4955.0605342016315,57.51360148191452,0,11.665129743516445,0,0,0,0,0,0,0,0,0,0
1113,2003,3302784.2312547253,2513.781637713517,880.3531748087626,45236.490587209424,4902.11303675007,64.79131138976663,0,11.665129743516445,0,0,0,0,0,0,0,0,0,0
1113,2004,3292967.3138070684,2426.29757327048,914.1458863071748,54862.947929023765,5160.5609537284,50.40288344025612,0,11.757099501788616,0,0,0,0,0,0,0,0,0,0
1113,2005,3275375.7133546574,2253.271871557204,1187.7057954411139,72580.81012583942,4895.842769734261,88.32511560909916,0,11.757099501788616,0,0,0,0,0,0,0,0,0,0
1113,2006,3268764.0095842313,2107.865305184849,1187.4703447434977,79090.50558268279,5180.023450180537,50.72098349034786,0,12.83088182657957,0,0,0,0,0,0,0,0,0,0
1113,2007,3264301.531391425,2083.53540778899,1611.791504415315,83442.40061016569,4866.94981868566,74.38651803287212,0,12.83088182657957,0,0,0,0,0,0,0,0,0,0
1113,2008,3259103.975826835,2018.50828071074,1240.3539421083797,88538.48102356578,5411.545813584651,67.73036370938644,0,12.83088182657957,0,0,0,0,0,0,0,0,0,0
1113,2009,3250343.8792835576,1962.269943316046,1410.1838930518525,97076.86415489421,5482.639340202789,104.75863549113274,0,12.83088182657957,0,0,0,0,0,0,0,0,0,0
1113,2010,3241326.492576769,2042.7492446169354,1510.8295155115893,106121.4081637428,5280.762315717006,98.01521329209208,0,13.169102691113949,0,0,0,0,0,0,0,0,0,0
1113,2011,3232093.370925234,2015.4479871548206,1292.1781948152861,115236.03461645843,5676.398286980101,66.82701900601387,0,13.169102691113949,0,0,0,0,0,0,0,0,0,0
1113,2012,3224539.5865254523,1946.6279190882044,1048.5612241611132,123102.67461537264,5649.7031111504075,93.10363442450762,0,13.169102691113949,0,0,0,0,0,0,0,0,0,0
1113,2013,3213827.3261557855,1931.9438750865804,946.5732349832183,133754.22379070925,5821.893582703083,98.29639038164169,0,13.169102691113949,0,0,0,0,0,0,0,0,0,0
1113,2014,3202830.6904741987,2020.7002682206728,1091.27158526532,144532.53570014142,5808.3936529614475,94.66778514161706,0,15.1666664108634,0,0,0,0,0,0,0,0,0,0
1113,2015,3189761.4035513075,2133.8857419177075,1058.4028580716385,157515.88373672834,5818.281148299287,90.40242960490286,0,15.1666664108634,0,0,0,0,0,0,0,0,0,0
1113,2016,3176767.5549599146,2168.9788889246993,1013.8264916037115,170566.03838188556,5741.935937169706,119.92480643093586,0,15.1666664108634,0,0,0,0,0,0,0,0,0,0
1113,2017,3166244.0205688733,2206.4464072051924,882.2270849385968,181124.33820905903,5807.368899346839,113.85829650610685,0,15.1666664108634,0,0,0,0,0,0,0,0,0,0
1113,2018,3151819.9797938936,2257.3041830852744,1059.8112184473139,195582.66817888236,5506.986712162441,151.50937945814803,0,15.1666664108634,0,0,0,0,0,0,0,0,0,0
1113,2019,3121884.9558247444,2300.479184888678,1040.712141226737,225330.01999405073,5680.785036797613,141.30728422151878,0,15.1666664108634,0,0,0,0,0,0,0,0,0,0
1113,2020,3095496.8710498232,2289.2987970359645,1123.9641908708945,251708.32448205748,5572.029848589112,185.77109755238052,0,17.1666664108634,0,0,0,0,0,0,0,0,0,0
1113,2021,3053828.732727887,2344.249277840976,1064.2529578732156,293471.99470367166,5408.454631307992,258.5751673487683,0,17.1666664108634,0,0,0,0,0,0,0,0,0,0
1113,2022,3007702.578521883,2366.6302921849856,444.38809449318796,340241.7263615403,5432.491791009026,184.44440481893253,0,21.1666664108634,0,0,0,0,0,0,0,0,0,0
1115,2000,4576051.5443643825,513723.9466063206,217946.27884741666,52496.9177630401,19927.02504237949,32905.566826033966,2193.079557482153,388.333121300675,0,0,2186.732412659563,0,33822.564982463875,0,0,0,0,0
1115,2001,4577313.97144154,512607.62154144904,221602.41529315704,47955.20271697578,13915.105244233873,36703.550561117954,2406.079557452351,445.7535134050122,0,0,2301.8952351892367,0,36390.394418960066,0,0,0,0,0
1115,2002,4573077.576809164,510603.9637192668,222767.97172223064,49815.092691706974,15384.108740090149,35247.89927771301,2929.6243211589754,479.8772312793008,0,0,2404.691163712181,0,38931.18384715831,0,0,0,0,0
1115,2003,4567307.752633578,517716.2020057337,209616.48234389955,54767.94130697216,18426.39340639686,37744.83395582631,2950.6243211589754,590.8035211059323,0,0,2460.044173666276,0,40060.911855141785,0,0,0,0,0
1115,2004,4562201.572547716,519622.772635799,204334.14541345957,59367.29124718348,11595.64331856348,47021.650767620944,2981.6243211589754,617.6214884481451,0,20,2520.1694254511967,0,41359.49835807862,0,0,0,0,0
1115,2005,4564891.704916548,520710.9163528005,191391.51273851597,57026.39817980772,14633.768608113316,54404.34822551035,3046.6243211589754,640.8311626127979,0,12.999999985098837,2502.214205818251,0,42380.6708126083,0,0,0,0,0
1115,2006,4566243.379238786,525928.1931198587,187624.25004950227,54100.4533023484,18065.44042048498,50423.0697003402,3005.6243211589754,643.8308431915066,0,17.99999998509884,2507.00318797864,0,43082.7453398447,0,0,0,0,0
1115,2007,4562980.242538779,530366.7550224358,199206.33164462182,52988.6535054373,22140.66047967698,34329.06163697809,2880.6243211589754,658.1993604413292,0,0,2741.0078217629343,0,43350.4531921878,0,0,0,0,0
1115,2008,4553763.360614515,531428.9865407784,200129.21072347902,53521.23255996743,24693.533149501476,30867.36613465676,2864.6243211589754,651.8311626127979,0,88.99831046164036,2686.4425640497357,0,50946.403442299,0,0,0,0,0
1115,2009,4546277.144366881,526769.8667678416,207784.20757234184,61892.4182699007,17987.060062011573,33354.70634576935,2585.612217091024,674.3388205728552,0,141.99831046164036,2746.512003650889,0,51428.12478695752,0,0,0,0,0
1115,2010,4531872.463674785,521939.18520927255,209463.0316101337,78207.28546847263,14474.778465180601,37275.646741167875,2447.9924047738314,678.9861690406979,0,112.90640170872211,2891.0772612219444,0,52278.636117722555,0,0,0,0,0
1115,2011,4523413.849890822,517128.4292482471,213577.24126504856,86362.47689106091,14185.887682503062,37767.05574241459,2662.982078228146,691.881192429486,0,97.95120875444263,2969.077261266648,0,52785.15706270532,0,0,0,0,0
1115,2012,4525894.830371519,514391.7980059076,213569.60205802124,82486.27057670949,10748.57429404822,43835.9869276398,3087.629208933562,701.9454117478163,0,451.9560199743137,3174.0772613039007,0,53299.31938767521,0,0,0,0,0
1115,2013,4527682.793009048,525891.5067001316,192270.151373535,81016.90128801193,15593.00131331468,46488.121204683244,3227.2379156220704,707.2943847836286,0,558.1683771014214,3163.6970694785705,0,55043.116887768854,0,0,0,0,0
1115,2014,4522413.153219929,522607.794004192,197541.36030075743,86745.38034929756,7712.024213999425,49653.91754758676,3272.081650527194,713.3457230576605,0,545.1542646586895,3276.5586573457113,0,57161.21959212807,0,0,0,0,0
1115,2015,4509369.597161025,509970.6750796754,202219.1363408562,105793.93847985734,3504.1640608987427,54753.719843118815,3422.401537777856,724.5133870620195,0,332.3941679894924,3305.5586573457113,0,58245.89080787365,0,0,0,0,0
1115,2016,4474613.044114666,509214.65018075705,201465.14679881328,138793.91045985935,3211.626398064067,52788.89871429987,2898.9608563054353,732.4620487879877,0,772.6249833305089,3327.558657315909,0,63823.106311279924,0,0,0,0,0
1115,2017,4470133.072102254,513539.00695099466,209932.57244146292,136161.79345670756,2994.755194328931,43527.72364163203,2717.711506307125,747.6179870854978,0,630.6249833305089,3353.9323403885355,0,67903.1789189878,0,0,0,0,0
1115,2018,4492362.081352792,517383.4991603597,219134.5849789824,107170.38690631521,2337.0293151779247,36534.14826951035,2923.5062631480396,758.6176676642065,0,57,3357.9323403885355,0,69623.2032691417,0,0,0,0,0
1115,2019,4487650.915603888,507493.50041601696,224136.22541172957,103406.16680894452,2337.1203684256698,39863.75913116582,2924.5062631480396,777.2814272119579,0,162.19504183763468,3360.9323403736344,0,79529.38671073817,0,0,0,0,0
1115,2020,4489501.242275781,494047.22112399037,242431.10724637925,98270.66876832701,2447.18171373854,38204.57673209952,2931.5062631480396,776.3034976794299,0,142,3363.9323403736344,0,79526.249561963,0,0,0,0,0
1115,2021,4490051.862377905,513442.06103754556,228241.66258870118,93254.60278588525,2853.937426642493,37080.828809152976,2871.0230273865163,765.6988751626488,0,85,3365.9323403736344,0,79629.38025472486,0,0,0,0,0
1115,2022,4489201.887741571,517515.7463020215,189212.55778951087,108571.3784743513,22134.857419170014,39583.057603613335,1485.8148302361371,778.2038385308263,0,90.88166709244251,3367.893374522566,0,79699.71048285939,0,0,0,0,0
1118,2000,2909231.7577597173,75,181.94090606179088,129910.94775670818,1605.8269360857082,3569.047144805765,3746.948766450365,0,0,163.99999996856786,0,4190.430377619787,0,0,0,0,0,0
1118,2001,2899312.8029423864,75,132.72464130818844,139989.35231511734,1376.397226876579,3668.2325793399796,3785.959564830144,0,0,148.99999996856786,0,4186.430377589984,0,0,0,0,0,0
1118,2002,2897454.9530993984,76,116.1654422879219,141814.70957366138,1394.420898905955,3708.0013749867067,3761.6385655617014,1.58031505625695,0,163.99999996856786,0,4184.430377589984,0,0,0,0,0,0
1118,2003,2895858.6259038597,74,98.91688886191696,143152.55894754236,1683.8762531263271,3628.930438176947,3752.8915063505665,2.6693319408223033,0,233.99999996856786,0,4189.430377589984,0,0,0,0,0,0
1118,2004,2891519.307383913,73,104.0344545384869,147414.20893344883,1838.761970980231,3597.902508513289,3724.584686524202,2.6693319408223033,0,221.99999996856786,0,4179.430377589984,0,0,0,0,0,0
1118,2005,2887818.8869080483,76,110.02462403097161,151237.3262347853,1752.7091402422154,3581.7796712061245,3693.0733596051905,2.6693319408223033,0,226.99999996856786,0,4176.430377589984,0,0,0,0,0,0
1118,2006,2885355.5042321985,77,104.9658386743904,153692.26830018836,1774.8910341869557,3570.457585900076,3683.7129467691157,2.6693319408223033,0,238.99999996856786,0,4175.430377589984,0,0,0,0,0,0
1118,2007,2880336.121154636,76,150.0868320891168,158484.23713772034,1940.9627680034826,3585.040561535847,3667.3514839326635,2.6693319408223033,0,252.99999996856786,0,4180.430377589984,0,0,0,0,0,0
1118,2008,2875470.3862499027,77.03250193595886,157.95622564316727,163243.71324349276,2062.8732416929197,3547.3054848029133,3674.532990447213,2.6693319408223033,0,257.99999996856786,0,4181.430377589984,0,0,0,0,0,0
1118,2009,2872101.7770154807,76.03250193595886,384.693713436136,166708.57345385166,1672.4910498560855,3586.1852197064873,3704.046983650853,2.6693319408223033,0,256.99999996856786,0,4182.430377589984,0,0,0,0,0,0
1118,2010,2872973.4487132644,75.5847806930542,208.0278473177459,165903.63818983096,1795.1649887265155,3553.7095281719085,3704.225889912774,2.6693319408223033,0,271.99999996856786,0,4187.430377589984,0,0,0,0,0,0
1118,2011,2870497.8193418114,75,150.6110961989034,168055.2614350841,2157.5580758826327,3516.3565421341773,3719.5752833401457,3.2874954072758555,0,314.99999996856786,0,4185.430377589984,0,0,0,0,0,0
1118,2012,2870723.4647372663,75,94.0401458889246,167603.80217211306,2400.914706216332,3509.5832401990046,3756.8818421279684,4.782426032237709,0,324.99999996856786,0,4182.4303776048855,0,0,0,0,0,0
1118,2013,2870135.152000089,76,85.18911431729794,168220.6958905504,2337.456893974122,3468.2455432421593,3679.9474016381105,4.782426032237709,0,481.99999996856786,0,4186.4303776048855,0,0,0,0,0,0
1118,2014,2866094.75087597,75,60.48127692937851,172123.8765715699,2536.8650575663414,3446.2455432421593,3650.4675185335473,5.782426032237709,0,484.99999996856786,0,4188.4303776048855,0,0,0,0,9,0
1118,2015,2858897.4328436297,73,77.1647992101498,179335.5873558675,2443.1815352823105,3519.0947526632663,3709.2965217483834,5.782426032237709,0,421.929035393754,0,4184.430377589984,0,0,0,0,9,0
1118,2016,2853080.777350449,71,77.94687361689284,185085.12821235837,2499.088541642901,3536.696454869103,3717.1203754646376,5.782426032237709,0,419.929035393754,0,4182.430377589984,0,0,0,0,0,0
1118,2017,2844375.41841788,74,127.00913427444175,193569.85868896116,2591.088541642901,3499.654858411741,3732.733354757507,5.782426032237709,0,513.9238478674088,0,4186.430377589984,0,0,0,0,0,0
1118,2018,2840014.1197856786,74,85.73011280596256,197653.9651086892,2800.249906779405,3441.2048423155065,3726.733354757507,5.782426032237709,0,678.6837327688409,0,4195.430377589984,0,0,0,0,0,0
1118,2019,2833432.0123182535,73,117.58249142765999,203735.11273669422,3098.5885280083385,3559.7492320265005,3757.9578046155766,5.782426032237709,0,710.0511132443789,0,4185.430377589984,0,0,0,0,0.6326195244619157,0
1118,2020,2826129.2705625063,76,116.42102704942226,211892.23562200437,2355.2670063727055,3545.8759629863634,3718.9329300773934,5.782426032237709,0,657.0511132741813,0,4178.430377589984,0,0,0,0,0.6326195244619157,0
1118,2021,2818823.6630568844,73,93.39250215888023,219476.36862580047,2076.434079965249,3622.0247310757004,3568.364509637435,5.782426032237709,0,640.7540349001065,0,4179.430377589984,0,0,0,0,116.68530337241829,0
1118,2022,2802890.05247236,60,68.80994756426662,236229.27522864615,3159.052883300603,981.3149589078967,3682.4932339208244,7.154123696498573,0,1299.631118028592,0,4181.430377619787,0,0,0,0,116.68530337241829,0
1147,2000,2473478.864527837,141093.79160092425,29435.29176665839,16868.253634502074,69032.48355799104,6193.177247558079,8,0,0,0,0,0,0,0,0,0,0,0
1147,2001,2477367.83229246,142165.31679281144,30092.11626231753,13171.984269707167,67356.17788939632,5949.434828778379,7,0,0,0,0,0,0,0,0,0,0,0
1147,2002,2477401.2707963805,142354.11469722854,28966.16772923925,11723.678849241289,69302.93590773916,6347.694355642175,14,0,0,0,0,0,0,0,0,0,0,0
1147,2003,2477264.389047635,142426.08677388282,29322.85888163242,9721.677021068,71044.70969118483,6318.140920068078,12,0,0,0,0,0,0,0,0,0,0,0
1147,2004,2478433.2258987045,143790.65240420512,29489.89113420523,8989.468862523689,69160.10287606445,6236.521159767754,10,0,0,0,0,0,0,0,0,0,0,0
1147,2005,2477359.3061791975,144084.69672497647,30181.899049464315,10586.052525581032,67612.42441979834,6275.4834364530125,10,0,0,0,0,0,0,0,0,0,0,0
1147,2006,2473979.866338995,142869.23889200407,30896.092929729923,14392.72819031094,67992.1387237865,5968.797260644644,11,0,0,0,0,0,0,0,0,0,0,0
1147,2007,2472522.7907201005,142692.61847767307,30158.283939935845,14422.138025562239,70486.38614275788,5815.6450294415035,12,0,0,0,0,0,0,0,0,0,0,0
1147,2008,2472359.03819779,142480.18215755068,30234.012521841672,13408.34988040327,72049.3783035609,5566.901274324588,12,0,0,0,0,0,0,0,0,0,0,0
1147,2009,2472914.605745468,143230.79627405232,29833.39275733086,13280.596960509403,70813.24151561603,6026.229082494439,11,0,0,0,0,0,0,0,0,0,0,0
1147,2010,2473305.0151410056,143707.51265394763,29908.512507462692,12639.052354088037,70428.15034825566,6105.6193307114,16,0,0,0,0,0,0,0,0,0,0,0
1147,2011,2473888.9962390955,143701.26320508207,29784.04262103481,12864.149076596945,69509.18873251052,6356.222461150932,6,0,0,0,0,0,0,0,0,0,0,0
1147,2012,2474796.4455919997,143896.10661530055,29232.700887603994,11266.185696729588,70327.84196353925,6582.581580297926,8,0,0,0,0,0,0,0,0,0,0,0
1147,2013,2474509.6553870896,144152.06585277064,29657.479498682424,11334.309519346029,69949.58657336823,6495.765504213886,11,0,0,0,0,0,0,0,0,0,0,0
1147,2014,2469251.048252953,142943.287727133,30475.46291297511,14497.89985930922,73657.9094984453,5263.254084655102,21,0,0,0,0,0,0,0,0,0,0,0
1147,2015,2465705.4497416043,142951.04708214666,30357.2203947306,19126.30639061154,72370.83737460039,5569.001351777453,30,0,0,0,0,0,0,0,0,0,0,0
1147,2016,2462226.4680754123,140933.53673568298,31427.79252491839,25102.354003646222,70163.95231521675,6229.758680594524,26,0,0,0,0,0,0,0,0,0,0,0
1147,2017,2465204.121759278,141716.74564307777,30547.886360964036,21895.313081366,70640.81749765934,6078.977993125987,26,0,0,0,0,0,0,0,0,0,0,0
1147,2018,2468128.5157233053,141853.12677950965,30786.034685188282,17042.54820663146,72581.0683172772,5685.568623558782,33,0,0,0,0,0,0,0,0,0,0,0
1147,2019,2467816.3401197167,141840.56277147293,30669.793722255785,16075.44358641945,74224.65995043481,5448.062185171515,35,0,0,0,0,0,0,0,0,0,0,0
1147,2020,2465589.063524467,140635.42727588592,32141.832985287834,19399.980956115884,72338.47504394029,5981.082549773754,24,0,0,0,0,0,0,0,0,0,0,0
1147,2021,2459525.0361997867,138417.70439635543,32396.966364850094,26231.389942468108,73735.8892477957,5712.379884754413,18,0,0,72.49629946053028,0,0,0,0,0,0,0,0
1147,2022,2454518.6768650794,138167.43337482872,28908.061387739457,31375.494986411788,77245.16000744617,5812.058990041176,8,0,0,74.97672392427921,0,0,0,0,0,0,0,0
1329,2000,607916.0141095495,0,0,24673.393205953682,6,6,0,0,0,52.00000004112371,0,0,79.9305058568716,0,0,0,0,0
1329,2001,606067.6798624792,0,0,26392.72745296437,6,0,0,0,0,187.00000010072836,0,0,79.9305058568716,0,0,0,0,0
1329,2002,606284.3415493532,0,0,26207.065766090273,0,0,0,0,0,162.00000010072836,0,0,79.9305058568716,0,0,0,0,0
1329,2003,606260.7636610175,0,0,26267.574160282886,0,0,0,0,0,154.00000010072836,0,0,51,0,0,0,0,0
1329,2004,593656.364293872,0,0,38937.973527428396,0,0,0,0,0,88.00000010072836,0,0,51,0,0,0,0,0
1329,2005,591330.127138752,0,0,41266.21068254836,0,15,0,0,0,71.00000010072836,0,0,51,0,0,0,0,0
1329,2006,590593.2287816466,0,0,41940.109039668765,5,21,0,0,0,123.0000000858272,0,0,51,0,0,0,0,0
1329,2007,589914.0602299852,0,0,42272.2107664076,0,23,0,0,0,473.06682500839815,0,0,51,0,0,0,0,0
1329,2008,589951.7560300287,0,0,40746.77952225516,1,23,0,0,0,1959.8022691173246,0,0,51,0,0,0,0,0
1329,2009,588253.1890397599,0,0,41399.617683606375,5,21,0,0,0,3003.5310980348804,0,0,51,0,0,0,0,0
1329,2010,588189.925625652,0,0,42425.31528160565,1,24,0,0,0,2042.0969141435125,0,0,51,0,0,0,0,0
1329,2011,588892.832171375,0,0,43501.56982295328,10,24.999999976251274,0,0,0,252.93582709660404,0,0,51,0,0,0,0,0
1329,2012,589404.7252306485,0,12.154247596859932,42982.95985257242,6,14,0,0,0,262.4984905832971,0,0,51,0,0,0,0,0
1329,2013,588718.4777687442,0,4.709393575787544,43713.15066133481,6,14,0,0,0,222.9999977463449,0,0,54,0,0,0,0,0
1329,2014,587759.9589560961,0,5.047450140118599,44440.86515974579,6,24,0,0,0,443.4662554191018,0,0,54,0,0,0,0,0
1329,2015,587324.0790444841,0,3.2142200022935867,44293.30194258991,2.833230137825012,5,0,0,0,1050.9093841869908,0,0,54,0,0,0,0,0
1329,2016,587689.3828324315,0,5.047450140118599,42220.3511308178,6,6,1,0,0,2754.556408011733,0,0,51,0,0,0,0,0
1329,2017,587644.5094625519,0,10.322069615125656,42221.01265042671,8.303040266036987,8,1,0,0,2789.1905985413177,0,0,51,0,0,0,0,0
1329,2018,586978.8302556016,0,7.353134840726852,42873.83158856032,6.271975040435791,22.000000015366822,1,0,0,2793.0508673427685,0,0,51,0,0,0,0,0
1329,2019,586042.5397349537,0,21.155590027570724,45142.666040838805,11.271975040435791,6.9999999855645,0,0,0,1457.704480555054,0,0,51,0,0,0,0,0
1329,2020,585511.565056108,0,16.625109881162643,45652.90040161755,0,15.999999966938049,0,0,0,1485.2472538274305,0,0,51,0,0,0,0,0
1329,2021,584661.2675519899,0,13.01178902387619,46208.34543564555,0,42,0,0,0,1121.0958497018146,0,0,222.4777927994728,0,0,0,465.13940224051476,0
